,no,date,time,kWh,dayOfTheWeek,isHoliday,dateName,season
38799,38799,20161009,345,181.44,일,1,NA,fall
38800,38800,20161009,400,178.2,일,1,NA,fall
38801,38801,20161009,415,178.92,일,1,NA,fall
38802,38802,20161009,430,176.4,일,1,NA,fall
38803,38803,20161009,445,169.2,일,1,NA,fall
38804,38804,20161009,500,169.56,일,1,NA,fall
38805,38805,20161009,515,175.32,일,1,NA,fall
38806,38806,20161009,530,169.56,일,1,NA,fall
38807,38807,20161009,545,185.04,일,1,NA,fall
38808,38808,20161009,600,182.52,일,1,NA,fall
38809,38809,20161009,615,189,일,1,NA,fall
38810,38810,20161009,630,185.4,일,1,NA,fall
38811,38811,20161009,645,186.48,일,1,NA,fall
38812,38812,20161009,700,186.12,일,1,NA,fall
38813,38813,20161009,715,176.4,일,1,NA,fall
38814,38814,20161009,730,175.68,일,1,NA,fall
38815,38815,20161009,745,184.32,일,1,NA,fall
38816,38816,20161009,800,173.52,일,1,NA,fall
38817,38817,20161009,815,182.88,일,1,NA,fall
38818,38818,20161009,830,179.28,일,1,NA,fall
38819,38819,20161009,845,183.24,일,1,NA,fall
38820,38820,20161009,900,179.64,일,1,NA,fall
38821,38821,20161009,915,181.08,일,1,NA,fall
38822,38822,20161009,930,185.4,일,1,NA,fall
38823,38823,20161009,945,187.56,일,1,NA,fall
38824,38824,20161009,1000,181.08,일,1,NA,fall
38825,38825,20161009,1015,178.92,일,1,NA,fall
38826,38826,20161009,1030,189,일,1,NA,fall
38827,38827,20161009,1045,197.64,일,1,NA,fall
38828,38828,20161009,1100,186.84,일,1,NA,fall
38829,38829,20161009,1115,195.12,일,1,NA,fall
38830,38830,20161009,1130,196.92,일,1,NA,fall
38831,38831,20161009,1145,195.48,일,1,NA,fall
38832,38832,20161009,1200,198.36,일,1,NA,fall
38833,38833,20161009,1215,199.44,일,1,NA,fall
38834,38834,20161009,1230,198.36,일,1,NA,fall
38835,38835,20161009,1245,183.96,일,1,NA,fall
38836,38836,20161009,1300,190.8,일,1,NA,fall
38837,38837,20161009,1315,200.52,일,1,NA,fall
38838,38838,20161009,1330,201.6,일,1,NA,fall
38839,38839,20161009,1345,190.8,일,1,NA,fall
38840,38840,20161009,1400,186.12,일,1,NA,fall
38841,38841,20161009,1415,189.36,일,1,NA,fall
38842,38842,20161009,1430,191.16,일,1,NA,fall
38843,38843,20161009,1445,190.44,일,1,NA,fall
38844,38844,20161009,1500,192.96,일,1,NA,fall
38845,38845,20161009,1515,195.84,일,1,NA,fall
38846,38846,20161009,1530,200.52,일,1,NA,fall
38847,38847,20161009,1545,199.8,일,1,NA,fall
38848,38848,20161009,1600,200.88,일,1,NA,fall
38849,38849,20161009,1615,203.76,일,1,NA,fall
38850,38850,20161009,1630,199.08,일,1,NA,fall
38851,38851,20161009,1645,194.04,일,1,NA,fall
38852,38852,20161009,1700,204.84,일,1,NA,fall
38853,38853,20161009,1715,196.2,일,1,NA,fall
38854,38854,20161009,1730,193.68,일,1,NA,fall
38855,38855,20161009,1745,202.32,일,1,NA,fall
38856,38856,20161009,1800,214.2,일,1,NA,fall
38857,38857,20161009,1815,241.92,일,1,NA,fall
38858,38858,20161009,1830,244.8,일,1,NA,fall
38859,38859,20161009,1845,246.96,일,1,NA,fall
38860,38860,20161009,1900,239.4,일,1,NA,fall
38861,38861,20161009,1915,236.16,일,1,NA,fall
38862,38862,20161009,1930,236.16,일,1,NA,fall
38863,38863,20161009,1945,239.4,일,1,NA,fall
38864,38864,20161009,2000,238.68,일,1,NA,fall
38865,38865,20161009,2015,235.44,일,1,NA,fall
38866,38866,20161009,2030,229.32,일,1,NA,fall
38867,38867,20161009,2045,230.76,일,1,NA,fall
38868,38868,20161009,2100,240.12,일,1,NA,fall
38869,38869,20161009,2115,246.96,일,1,NA,fall
38870,38870,20161009,2130,234,일,1,NA,fall
38871,38871,20161009,2145,226.08,일,1,NA,fall
38872,38872,20161009,2200,227.16,일,1,NA,fall
38873,38873,20161009,2215,241.56,일,1,NA,fall
38874,38874,20161009,2230,254.52,일,1,NA,fall
38875,38875,20161009,2245,259.56,일,1,NA,fall
38876,38876,20161009,2300,263.52,일,1,NA,fall
38877,38877,20161009,2315,259.56,일,1,NA,fall
38878,38878,20161009,2330,256.32,일,1,NA,fall
38879,38879,20161009,2345,267.84,일,1,NA,fall
38880,38880,20161009,2400,262.8,일,1,NA,fall
38881,38881,20161010,15,255.6,월,1,NA,fall
38882,38882,20161010,30,246.6,월,1,NA,fall
38883,38883,20161010,45,235.44,월,1,NA,fall
38884,38884,20161010,100,217.08,월,1,NA,fall
38885,38885,20161010,115,216,월,1,NA,fall
38886,38886,20161010,130,201.96,월,1,NA,fall
38887,38887,20161010,145,195.84,월,1,NA,fall
38888,38888,20161010,200,192.96,월,1,NA,fall
38889,38889,20161010,215,197.64,월,1,NA,fall
38890,38890,20161010,230,188.28,월,1,NA,fall
38891,38891,20161010,245,185.04,월,1,NA,fall
38892,38892,20161010,300,182.88,월,1,NA,fall
38893,38893,20161010,315,178.92,월,1,NA,fall
38894,38894,20161010,330,181.8,월,1,NA,fall
38895,38895,20161010,345,174.6,월,1,NA,fall
38896,38896,20161010,400,173.52,월,1,NA,fall
38897,38897,20161010,415,173.52,월,1,NA,fall
38898,38898,20161010,430,158.4,월,1,NA,fall
38899,38899,20161010,445,160.56,월,1,NA,fall
38900,38900,20161010,500,162,월,1,NA,fall
38901,38901,20161010,515,160.56,월,1,NA,fall
38902,38902,20161010,530,163.08,월,1,NA,fall
38903,38903,20161010,545,164.52,월,1,NA,fall
38904,38904,20161010,600,168.48,월,1,NA,fall
38905,38905,20161010,615,176.04,월,1,NA,fall
38906,38906,20161010,630,190.08,월,1,NA,fall
38907,38907,20161010,645,181.8,월,1,NA,fall
38908,38908,20161010,700,185.4,월,1,NA,fall
38909,38909,20161010,715,190.08,월,1,NA,fall
38910,38910,20161010,730,203.04,월,1,NA,fall
38911,38911,20161010,745,211.32,월,1,NA,fall
38912,38912,20161010,800,216.36,월,1,NA,fall
38913,38913,20161010,815,224.28,월,1,NA,fall
38914,38914,20161010,830,237.24,월,1,NA,fall
38915,38915,20161010,845,242.64,월,1,NA,fall
38916,38916,20161010,900,252,월,1,NA,fall
38917,38917,20161010,915,248.4,월,1,NA,fall
38918,38918,20161010,930,254.52,월,1,NA,fall
38919,38919,20161010,945,260.64,월,1,NA,fall
38920,38920,20161010,1000,262.44,월,1,NA,fall
38921,38921,20161010,1015,268.2,월,1,NA,fall
38922,38922,20161010,1030,254.88,월,1,NA,fall
38923,38923,20161010,1045,258.48,월,1,NA,fall
38924,38924,20161010,1100,270,월,1,NA,fall
38925,38925,20161010,1115,279,월,1,NA,fall
38926,38926,20161010,1130,261,월,1,NA,fall
38927,38927,20161010,1145,260.64,월,1,NA,fall
38928,38928,20161010,1200,255.6,월,1,NA,fall
38929,38929,20161010,1215,252.72,월,1,NA,fall
38930,38930,20161010,1230,255.96,월,1,NA,fall
38931,38931,20161010,1245,261.36,월,1,NA,fall
38932,38932,20161010,1300,262.08,월,1,NA,fall
38933,38933,20161010,1315,269.64,월,1,NA,fall
38934,38934,20161010,1330,280.8,월,1,NA,fall
38935,38935,20161010,1345,286.2,월,1,NA,fall
38936,38936,20161010,1400,288,월,1,NA,fall
38937,38937,20161010,1415,281.52,월,1,NA,fall
38938,38938,20161010,1430,285.48,월,1,NA,fall
38939,38939,20161010,1445,282.96,월,1,NA,fall
38940,38940,20161010,1500,279,월,1,NA,fall
38941,38941,20161010,1515,284.76,월,1,NA,fall
38942,38942,20161010,1530,280.44,월,1,NA,fall
38943,38943,20161010,1545,286.56,월,1,NA,fall
38944,38944,20161010,1600,286.2,월,1,NA,fall
38945,38945,20161010,1615,275.04,월,1,NA,fall
38946,38946,20161010,1630,278.64,월,1,NA,fall
38947,38947,20161010,1645,279,월,1,NA,fall
38948,38948,20161010,1700,272.52,월,1,NA,fall
38949,38949,20161010,1715,259.92,월,1,NA,fall
38950,38950,20161010,1730,254.52,월,1,NA,fall
38951,38951,20161010,1745,250.92,월,1,NA,fall
38952,38952,20161010,1800,250.56,월,1,NA,fall
38953,38953,20161010,1815,259.2,월,1,NA,fall
38954,38954,20161010,1830,283.32,월,1,NA,fall
38955,38955,20161010,1845,277.2,월,1,NA,fall
38956,38956,20161010,1900,271.08,월,1,NA,fall
38957,38957,20161010,1915,275.76,월,1,NA,fall
38958,38958,20161010,1930,267.48,월,1,NA,fall
38959,38959,20161010,1945,266.4,월,1,NA,fall
38960,38960,20161010,2000,270,월,1,NA,fall
38961,38961,20161010,2015,270.72,월,1,NA,fall
38962,38962,20161010,2030,263.16,월,1,NA,fall
38963,38963,20161010,2045,270.72,월,1,NA,fall
38964,38964,20161010,2100,268.92,월,1,NA,fall
38965,38965,20161010,2115,270,월,1,NA,fall
38966,38966,20161010,2130,273.6,월,1,NA,fall
38967,38967,20161010,2145,268.92,월,1,NA,fall
38968,38968,20161010,2200,272.16,월,1,NA,fall
38969,38969,20161010,2215,255.96,월,1,NA,fall
38970,38970,20161010,2230,235.08,월,1,NA,fall
38971,38971,20161010,2245,230.76,월,1,NA,fall
38972,38972,20161010,2300,231.48,월,1,NA,fall
38973,38973,20161010,2315,227.16,월,1,NA,fall
38974,38974,20161010,2330,221.76,월,1,NA,fall
38975,38975,20161010,2345,220.32,월,1,NA,fall
38976,38976,20161010,2400,221.76,월,1,NA,fall
38977,38977,20161011,15,213.84,화,1,NA,fall
38978,38978,20161011,30,208.44,화,1,NA,fall
38979,38979,20161011,45,212.76,화,1,NA,fall
38980,38980,20161011,100,206.64,화,1,NA,fall
38981,38981,20161011,115,202.32,화,1,NA,fall
38982,38982,20161011,130,194.76,화,1,NA,fall
38983,38983,20161011,145,198.72,화,1,NA,fall
38984,38984,20161011,200,193.68,화,1,NA,fall
38985,38985,20161011,215,192.96,화,1,NA,fall
38986,38986,20161011,230,188.64,화,1,NA,fall
38987,38987,20161011,245,187.56,화,1,NA,fall
38988,38988,20161011,300,186.12,화,1,NA,fall
38989,38989,20161011,315,181.8,화,1,NA,fall
38990,38990,20161011,330,177.12,화,1,NA,fall
38991,38991,20161011,345,172.8,화,1,NA,fall
38992,38992,20161011,400,158.4,화,1,NA,fall
38993,38993,20161011,415,157.32,화,1,NA,fall
38994,38994,20161011,430,158.04,화,1,NA,fall
38995,38995,20161011,445,155.88,화,1,NA,fall
38996,38996,20161011,500,155.52,화,1,NA,fall
38997,38997,20161011,515,155.52,화,1,NA,fall
38998,38998,20161011,530,159.12,화,1,NA,fall
38999,38999,20161011,545,171.72,화,1,NA,fall
39000,39000,20161011,600,177.84,화,1,NA,fall
39001,39001,20161011,615,187.2,화,1,NA,fall
39002,39002,20161011,630,190.08,화,1,NA,fall
39003,39003,20161011,645,181.8,화,1,NA,fall
39004,39004,20161011,700,191.16,화,1,NA,fall
39005,39005,20161011,715,191.16,화,1,NA,fall
39006,39006,20161011,730,206.28,화,1,NA,fall
39007,39007,20161011,745,210.24,화,1,NA,fall
39008,39008,20161011,800,219.96,화,1,NA,fall
39009,39009,20161011,815,228.96,화,1,NA,fall
39010,39010,20161011,830,230.4,화,1,NA,fall
39011,39011,20161011,845,254.16,화,1,NA,fall
39012,39012,20161011,900,257.04,화,1,NA,fall
39013,39013,20161011,915,251.28,화,1,NA,fall
39014,39014,20161011,930,265.32,화,1,NA,fall
39015,39015,20161011,945,272.16,화,1,NA,fall
39016,39016,20161011,1000,277.2,화,1,NA,fall
39017,39017,20161011,1015,276.48,화,1,NA,fall
39018,39018,20161011,1030,271.8,화,1,NA,fall
39019,39019,20161011,1045,279,화,1,NA,fall
39020,39020,20161011,1100,280.44,화,1,NA,fall
39021,39021,20161011,1115,285.48,화,1,NA,fall
39022,39022,20161011,1130,280.8,화,1,NA,fall
39023,39023,20161011,1145,283.32,화,1,NA,fall
39024,39024,20161011,1200,269.28,화,1,NA,fall
39025,39025,20161011,1215,272.16,화,1,NA,fall
39026,39026,20161011,1230,271.08,화,1,NA,fall
39027,39027,20161011,1245,282.96,화,1,NA,fall
39028,39028,20161011,1300,281.16,화,1,NA,fall
39029,39029,20161011,1315,292.68,화,1,NA,fall
39030,39030,20161011,1330,291.96,화,1,NA,fall
39031,39031,20161011,1345,290.52,화,1,NA,fall
39032,39032,20161011,1400,295.2,화,1,NA,fall
39033,39033,20161011,1415,291.24,화,1,NA,fall
39034,39034,20161011,1430,291.24,화,1,NA,fall
39035,39035,20161011,1445,289.44,화,1,NA,fall
39036,39036,20161011,1500,287.64,화,1,NA,fall
39037,39037,20161011,1515,286.56,화,1,NA,fall
39038,39038,20161011,1530,293.4,화,1,NA,fall
39039,39039,20161011,1545,285.12,화,1,NA,fall
39040,39040,20161011,1600,292.32,화,1,NA,fall
39041,39041,20161011,1615,280.08,화,1,NA,fall
39042,39042,20161011,1630,284.76,화,1,NA,fall
39043,39043,20161011,1645,279.72,화,1,NA,fall
39044,39044,20161011,1700,277.56,화,1,NA,fall
39045,39045,20161011,1715,262.44,화,1,NA,fall
39046,39046,20161011,1730,260.28,화,1,NA,fall
39047,39047,20161011,1745,245.88,화,1,NA,fall
39048,39048,20161011,1800,249.12,화,1,NA,fall
39049,39049,20161011,1815,271.8,화,1,NA,fall
39050,39050,20161011,1830,273.6,화,1,NA,fall
39051,39051,20161011,1845,272.52,화,1,NA,fall
39052,39052,20161011,1900,277.92,화,1,NA,fall
39053,39053,20161011,1915,272.16,화,1,NA,fall
39054,39054,20161011,1930,270.36,화,1,NA,fall
39055,39055,20161011,1945,265.32,화,1,NA,fall
39056,39056,20161011,2000,268.2,화,1,NA,fall
39057,39057,20161011,2015,269.64,화,1,NA,fall
39058,39058,20161011,2030,268.56,화,1,NA,fall
39059,39059,20161011,2045,271.44,화,1,NA,fall
39060,39060,20161011,2100,268.2,화,1,NA,fall
39061,39061,20161011,2115,267.48,화,1,NA,fall
39062,39062,20161011,2130,273.24,화,1,NA,fall
39063,39063,20161011,2145,272.16,화,1,NA,fall
39064,39064,20161011,2200,271.44,화,1,NA,fall
39065,39065,20161011,2215,262.44,화,1,NA,fall
39066,39066,20161011,2230,247.32,화,1,NA,fall
39067,39067,20161011,2245,242.28,화,1,NA,fall
39068,39068,20161011,2300,229.68,화,1,NA,fall
39069,39069,20161011,2315,226.08,화,1,NA,fall
39070,39070,20161011,2330,229.32,화,1,NA,fall
39071,39071,20161011,2345,229.32,화,1,NA,fall
39072,39072,20161011,2400,227.16,화,1,NA,fall
39073,39073,20161012,15,219.6,수,1,NA,fall
39074,39074,20161012,30,218.88,수,1,NA,fall
39075,39075,20161012,45,218.16,수,1,NA,fall
39076,39076,20161012,100,216,수,1,NA,fall
39077,39077,20161012,115,212.4,수,1,NA,fall
39078,39078,20161012,130,205.92,수,1,NA,fall
39079,39079,20161012,145,193.32,수,1,NA,fall
39080,39080,20161012,200,188.28,수,1,NA,fall
39081,39081,20161012,215,186.84,수,1,NA,fall
39082,39082,20161012,230,187.92,수,1,NA,fall
39083,39083,20161012,245,187.2,수,1,NA,fall
39084,39084,20161012,300,181.44,수,1,NA,fall
39085,39085,20161012,315,180,수,1,NA,fall
39086,39086,20161012,330,175.68,수,1,NA,fall
39087,39087,20161012,345,179.28,수,1,NA,fall
39088,39088,20161012,400,181.08,수,1,NA,fall
39089,39089,20161012,415,176.04,수,1,NA,fall
39090,39090,20161012,430,173.52,수,1,NA,fall
39091,39091,20161012,445,172.08,수,1,NA,fall
39092,39092,20161012,500,167.76,수,1,NA,fall
39093,39093,20161012,515,166.68,수,1,NA,fall
39094,39094,20161012,530,169.56,수,1,NA,fall
39095,39095,20161012,545,175.32,수,1,NA,fall
39096,39096,20161012,600,182.88,수,1,NA,fall
39097,39097,20161012,615,193.32,수,1,NA,fall
39098,39098,20161012,630,199.44,수,1,NA,fall
39099,39099,20161012,645,203.4,수,1,NA,fall
39100,39100,20161012,700,203.4,수,1,NA,fall
39101,39101,20161012,715,191.88,수,1,NA,fall
39102,39102,20161012,730,207,수,1,NA,fall
39103,39103,20161012,745,210.6,수,1,NA,fall
39104,39104,20161012,800,217.44,수,1,NA,fall
39105,39105,20161012,815,236.52,수,1,NA,fall
39106,39106,20161012,830,251.64,수,1,NA,fall
39107,39107,20161012,845,264.6,수,1,NA,fall
39108,39108,20161012,900,264.6,수,1,NA,fall
39109,39109,20161012,915,263.88,수,1,NA,fall
39110,39110,20161012,930,270.36,수,1,NA,fall
39111,39111,20161012,945,271.08,수,1,NA,fall
39112,39112,20161012,1000,270.72,수,1,NA,fall
39113,39113,20161012,1015,280.8,수,1,NA,fall
39114,39114,20161012,1030,274.32,수,1,NA,fall
39115,39115,20161012,1045,279,수,1,NA,fall
39116,39116,20161012,1100,280.08,수,1,NA,fall
39117,39117,20161012,1115,277.92,수,1,NA,fall
39118,39118,20161012,1130,271.8,수,1,NA,fall
39119,39119,20161012,1145,277.2,수,1,NA,fall
39120,39120,20161012,1200,276.12,수,1,NA,fall
39121,39121,20161012,1215,275.4,수,1,NA,fall
39122,39122,20161012,1230,279,수,1,NA,fall
39123,39123,20161012,1245,287.64,수,1,NA,fall
39124,39124,20161012,1300,281.16,수,1,NA,fall
39125,39125,20161012,1315,297,수,1,NA,fall
39126,39126,20161012,1330,292.68,수,1,NA,fall
39127,39127,20161012,1345,292.32,수,1,NA,fall
39128,39128,20161012,1400,294.48,수,1,NA,fall
39129,39129,20161012,1415,296.64,수,1,NA,fall
39130,39130,20161012,1430,287.64,수,1,NA,fall
39131,39131,20161012,1445,282.6,수,1,NA,fall
39132,39132,20161012,1500,280.8,수,1,NA,fall
39133,39133,20161012,1515,291.6,수,1,NA,fall
39134,39134,20161012,1530,295.2,수,1,NA,fall
39135,39135,20161012,1545,295.92,수,1,NA,fall
39136,39136,20161012,1600,287.64,수,1,NA,fall
39137,39137,20161012,1615,283.32,수,1,NA,fall
39138,39138,20161012,1630,284.76,수,1,NA,fall
39139,39139,20161012,1645,286.56,수,1,NA,fall
39140,39140,20161012,1700,280.44,수,1,NA,fall
39141,39141,20161012,1715,268.2,수,1,NA,fall
39142,39142,20161012,1730,276.48,수,1,NA,fall
39143,39143,20161012,1745,255.24,수,1,NA,fall
39144,39144,20161012,1800,261,수,1,NA,fall
39145,39145,20161012,1815,260.28,수,1,NA,fall
39146,39146,20161012,1830,272.88,수,1,NA,fall
39147,39147,20161012,1845,268.56,수,1,NA,fall
39148,39148,20161012,1900,268.56,수,1,NA,fall
39149,39149,20161012,1915,268.92,수,1,NA,fall
39150,39150,20161012,1930,264.96,수,1,NA,fall
39151,39151,20161012,1945,251.64,수,1,NA,fall
39152,39152,20161012,2000,266.4,수,1,NA,fall
39153,39153,20161012,2015,269.64,수,1,NA,fall
39154,39154,20161012,2030,278.64,수,1,NA,fall
39155,39155,20161012,2045,280.44,수,1,NA,fall
39156,39156,20161012,2100,278.28,수,1,NA,fall
39157,39157,20161012,2115,274.32,수,1,NA,fall
39158,39158,20161012,2130,280.08,수,1,NA,fall
39159,39159,20161012,2145,276.48,수,1,NA,fall
39160,39160,20161012,2200,278.28,수,1,NA,fall
39161,39161,20161012,2215,240.12,수,1,NA,fall
39162,39162,20161012,2230,236.52,수,1,NA,fall
39163,39163,20161012,2245,236.52,수,1,NA,fall
39164,39164,20161012,2300,228.24,수,1,NA,fall
39165,39165,20161012,2315,221.76,수,1,NA,fall
39166,39166,20161012,2330,222.48,수,1,NA,fall
39167,39167,20161012,2345,230.04,수,1,NA,fall
39168,39168,20161012,2400,232.2,수,1,NA,fall
39169,39169,20161013,15,224.64,목,1,NA,fall
39170,39170,20161013,30,212.4,목,1,NA,fall
39171,39171,20161013,45,219.6,목,1,NA,fall
39172,39172,20161013,100,209.88,목,1,NA,fall
39173,39173,20161013,115,207,목,1,NA,fall
39174,39174,20161013,130,204.12,목,1,NA,fall
39175,39175,20161013,145,199.08,목,1,NA,fall
39176,39176,20161013,200,193.68,목,1,NA,fall
39177,39177,20161013,215,195.12,목,1,NA,fall
39178,39178,20161013,230,194.4,목,1,NA,fall
39179,39179,20161013,245,189.72,목,1,NA,fall
39180,39180,20161013,300,183.96,목,1,NA,fall
39181,39181,20161013,315,179.28,목,1,NA,fall
39182,39182,20161013,330,181.08,목,1,NA,fall
39183,39183,20161013,345,173.16,목,1,NA,fall
39184,39184,20161013,400,172.08,목,1,NA,fall
39185,39185,20161013,415,172.08,목,1,NA,fall
39186,39186,20161013,430,170.28,목,1,NA,fall
39187,39187,20161013,445,167.4,목,1,NA,fall
39188,39188,20161013,500,176.76,목,1,NA,fall
39189,39189,20161013,515,178.2,목,1,NA,fall
39190,39190,20161013,530,177.12,목,1,NA,fall
39191,39191,20161013,545,177.84,목,1,NA,fall
39192,39192,20161013,600,182.52,목,1,NA,fall
39193,39193,20161013,615,190.44,목,1,NA,fall
39194,39194,20161013,630,197.64,목,1,NA,fall
39195,39195,20161013,645,198.72,목,1,NA,fall
39196,39196,20161013,700,205.2,목,1,NA,fall
39197,39197,20161013,715,198.72,목,1,NA,fall
39198,39198,20161013,730,210.24,목,1,NA,fall
39199,39199,20161013,745,211.32,목,1,NA,fall
39200,39200,20161013,800,228.6,목,1,NA,fall
39201,39201,20161013,815,255.24,목,1,NA,fall
39202,39202,20161013,830,255.96,목,1,NA,fall
39203,39203,20161013,845,257.4,목,1,NA,fall
39204,39204,20161013,900,277.2,목,1,NA,fall
39205,39205,20161013,915,272.16,목,1,NA,fall
39206,39206,20161013,930,277.2,목,1,NA,fall
39207,39207,20161013,945,278.64,목,1,NA,fall
39208,39208,20161013,1000,273.6,목,1,NA,fall
39209,39209,20161013,1015,271.44,목,1,NA,fall
39210,39210,20161013,1030,264.24,목,1,NA,fall
39211,39211,20161013,1045,268.92,목,1,NA,fall
39212,39212,20161013,1100,281.52,목,1,NA,fall
39213,39213,20161013,1115,284.4,목,1,NA,fall
39214,39214,20161013,1130,281.52,목,1,NA,fall
39215,39215,20161013,1145,286.2,목,1,NA,fall
39216,39216,20161013,1200,284.4,목,1,NA,fall
39217,39217,20161013,1215,285.48,목,1,NA,fall
39218,39218,20161013,1230,286.2,목,1,NA,fall
39219,39219,20161013,1245,282.96,목,1,NA,fall
39220,39220,20161013,1300,269.64,목,1,NA,fall
39221,39221,20161013,1315,294.48,목,1,NA,fall
39222,39222,20161013,1330,300.24,목,1,NA,fall
39223,39223,20161013,1345,291.24,목,1,NA,fall
39224,39224,20161013,1400,308.88,목,1,NA,fall
39225,39225,20161013,1415,304.2,목,1,NA,fall
39226,39226,20161013,1430,297.36,목,1,NA,fall
39227,39227,20161013,1445,288.36,목,1,NA,fall
39228,39228,20161013,1500,290.16,목,1,NA,fall
39229,39229,20161013,1515,292.68,목,1,NA,fall
39230,39230,20161013,1530,298.8,목,1,NA,fall
39231,39231,20161013,1545,294.84,목,1,NA,fall
39232,39232,20161013,1600,295.92,목,1,NA,fall
39233,39233,20161013,1615,294.84,목,1,NA,fall
39234,39234,20161013,1630,287.64,목,1,NA,fall
39235,39235,20161013,1645,288,목,1,NA,fall
39236,39236,20161013,1700,274.68,목,1,NA,fall
39237,39237,20161013,1715,267.12,목,1,NA,fall
39238,39238,20161013,1730,268.92,목,1,NA,fall
39239,39239,20161013,1745,259.56,목,1,NA,fall
39240,39240,20161013,1800,257.04,목,1,NA,fall
39241,39241,20161013,1815,268.56,목,1,NA,fall
39242,39242,20161013,1830,285.84,목,1,NA,fall
39243,39243,20161013,1845,288,목,1,NA,fall
39244,39244,20161013,1900,300.6,목,1,NA,fall
39245,39245,20161013,1915,290.88,목,1,NA,fall
39246,39246,20161013,1930,281.88,목,1,NA,fall
39247,39247,20161013,1945,276.84,목,1,NA,fall
39248,39248,20161013,2000,273.6,목,1,NA,fall
39249,39249,20161013,2015,270.72,목,1,NA,fall
39250,39250,20161013,2030,270.72,목,1,NA,fall
39251,39251,20161013,2045,261.72,목,1,NA,fall
39252,39252,20161013,2100,264.96,목,1,NA,fall
39253,39253,20161013,2115,259.56,목,1,NA,fall
39254,39254,20161013,2130,267.84,목,1,NA,fall
39255,39255,20161013,2145,266.04,목,1,NA,fall
39256,39256,20161013,2200,256.68,목,1,NA,fall
39257,39257,20161013,2215,255.96,목,1,NA,fall
39258,39258,20161013,2230,237.6,목,1,NA,fall
39259,39259,20161013,2245,234.36,목,1,NA,fall
39260,39260,20161013,2300,236.88,목,1,NA,fall
39261,39261,20161013,2315,224.64,목,1,NA,fall
39262,39262,20161013,2330,215.64,목,1,NA,fall
39263,39263,20161013,2345,213.12,목,1,NA,fall
39264,39264,20161013,2400,210.96,목,1,NA,fall
39265,39265,20161014,15,211.32,금,1,NA,fall
39266,39266,20161014,30,207.36,금,1,NA,fall
39267,39267,20161014,45,215.64,금,1,NA,fall
39268,39268,20161014,100,207.72,금,1,NA,fall
39269,39269,20161014,115,205.56,금,1,NA,fall
39270,39270,20161014,130,208.44,금,1,NA,fall
39271,39271,20161014,145,203.4,금,1,NA,fall
39272,39272,20161014,200,197.64,금,1,NA,fall
39273,39273,20161014,215,192.6,금,1,NA,fall
39274,39274,20161014,230,191.88,금,1,NA,fall
39275,39275,20161014,245,183.24,금,1,NA,fall
39276,39276,20161014,300,185.04,금,1,NA,fall
39277,39277,20161014,315,183.96,금,1,NA,fall
39278,39278,20161014,330,187.92,금,1,NA,fall
39279,39279,20161014,345,183.6,금,1,NA,fall
39280,39280,20161014,400,178.56,금,1,NA,fall
39281,39281,20161014,415,173.88,금,1,NA,fall
39282,39282,20161014,430,171.36,금,1,NA,fall
39283,39283,20161014,445,172.08,금,1,NA,fall
39284,39284,20161014,500,167.04,금,1,NA,fall
39285,39285,20161014,515,164.52,금,1,NA,fall
39286,39286,20161014,530,169.92,금,1,NA,fall
39287,39287,20161014,545,174.96,금,1,NA,fall
39288,39288,20161014,600,174.24,금,1,NA,fall
39289,39289,20161014,615,183.6,금,1,NA,fall
39290,39290,20161014,630,187.56,금,1,NA,fall
39291,39291,20161014,645,199.44,금,1,NA,fall
39292,39292,20161014,700,196.92,금,1,NA,fall
39293,39293,20161014,715,198,금,1,NA,fall
39294,39294,20161014,730,200.88,금,1,NA,fall
39295,39295,20161014,745,219.24,금,1,NA,fall
39296,39296,20161014,800,215.64,금,1,NA,fall
39297,39297,20161014,815,220.68,금,1,NA,fall
39298,39298,20161014,830,237.24,금,1,NA,fall
39299,39299,20161014,845,252.36,금,1,NA,fall
39300,39300,20161014,900,258.84,금,1,NA,fall
39301,39301,20161014,915,262.08,금,1,NA,fall
39302,39302,20161014,930,265.32,금,1,NA,fall
39303,39303,20161014,945,269.28,금,1,NA,fall
39304,39304,20161014,1000,270,금,1,NA,fall
39305,39305,20161014,1015,264.96,금,1,NA,fall
39306,39306,20161014,1030,270,금,1,NA,fall
39307,39307,20161014,1045,271.08,금,1,NA,fall
39308,39308,20161014,1100,287.64,금,1,NA,fall
39309,39309,20161014,1115,276.48,금,1,NA,fall
39310,39310,20161014,1130,271.8,금,1,NA,fall
39311,39311,20161014,1145,278.64,금,1,NA,fall
39312,39312,20161014,1200,273.24,금,1,NA,fall
39313,39313,20161014,1215,275.04,금,1,NA,fall
39314,39314,20161014,1230,283.32,금,1,NA,fall
39315,39315,20161014,1245,272.16,금,1,NA,fall
39316,39316,20161014,1300,265.68,금,1,NA,fall
39317,39317,20161014,1315,274.68,금,1,NA,fall
39318,39318,20161014,1330,303.84,금,1,NA,fall
39319,39319,20161014,1345,304.2,금,1,NA,fall
39320,39320,20161014,1400,306.72,금,1,NA,fall
39321,39321,20161014,1415,294.12,금,1,NA,fall
39322,39322,20161014,1430,298.44,금,1,NA,fall
39323,39323,20161014,1445,292.68,금,1,NA,fall
39324,39324,20161014,1500,284.4,금,1,NA,fall
39325,39325,20161014,1515,285.84,금,1,NA,fall
