,no,date,time,kWh,dayOfTheWeek,isHoliday,dateName,season
39326,39326,20161014,1530,291.6,금,1,NA,fall
39327,39327,20161014,1545,300.96,금,1,NA,fall
39328,39328,20161014,1600,293.04,금,1,NA,fall
39329,39329,20161014,1615,288.72,금,1,NA,fall
39330,39330,20161014,1630,288.36,금,1,NA,fall
39331,39331,20161014,1645,300.96,금,1,NA,fall
39332,39332,20161014,1700,292.32,금,1,NA,fall
39333,39333,20161014,1715,292.68,금,1,NA,fall
39334,39334,20161014,1730,289.44,금,1,NA,fall
39335,39335,20161014,1745,279,금,1,NA,fall
39336,39336,20161014,1800,264.24,금,1,NA,fall
39337,39337,20161014,1815,277.56,금,1,NA,fall
39338,39338,20161014,1830,272.52,금,1,NA,fall
39339,39339,20161014,1845,267.84,금,1,NA,fall
39340,39340,20161014,1900,273.24,금,1,NA,fall
39341,39341,20161014,1915,258.84,금,1,NA,fall
39342,39342,20161014,1930,258.48,금,1,NA,fall
39343,39343,20161014,1945,258.48,금,1,NA,fall
39344,39344,20161014,2000,255.6,금,1,NA,fall
39345,39345,20161014,2015,249.12,금,1,NA,fall
39346,39346,20161014,2030,255.24,금,1,NA,fall
39347,39347,20161014,2045,255.96,금,1,NA,fall
39348,39348,20161014,2100,256.32,금,1,NA,fall
39349,39349,20161014,2115,260.28,금,1,NA,fall
39350,39350,20161014,2130,256.32,금,1,NA,fall
39351,39351,20161014,2145,257.76,금,1,NA,fall
39352,39352,20161014,2200,252.36,금,1,NA,fall
39353,39353,20161014,2215,241.2,금,1,NA,fall
39354,39354,20161014,2230,232.2,금,1,NA,fall
39355,39355,20161014,2245,235.8,금,1,NA,fall
39356,39356,20161014,2300,225.36,금,1,NA,fall
39357,39357,20161014,2315,223.92,금,1,NA,fall
39358,39358,20161014,2330,220.68,금,1,NA,fall
39359,39359,20161014,2345,216.72,금,1,NA,fall
39360,39360,20161014,2400,213.84,금,1,NA,fall
39361,39361,20161015,15,214.2,토,1,NA,fall
39362,39362,20161015,30,212.4,토,1,NA,fall
39363,39363,20161015,45,209.88,토,1,NA,fall
39364,39364,20161015,100,208.8,토,1,NA,fall
39365,39365,20161015,115,206.64,토,1,NA,fall
39366,39366,20161015,130,203.76,토,1,NA,fall
39367,39367,20161015,145,198.72,토,1,NA,fall
39368,39368,20161015,200,199.8,토,1,NA,fall
39369,39369,20161015,215,194.4,토,1,NA,fall
39370,39370,20161015,230,194.76,토,1,NA,fall
39371,39371,20161015,245,197.64,토,1,NA,fall
39372,39372,20161015,300,198,토,1,NA,fall
39373,39373,20161015,315,193.68,토,1,NA,fall
39374,39374,20161015,330,188.64,토,1,NA,fall
39375,39375,20161015,345,186.48,토,1,NA,fall
39376,39376,20161015,400,183.6,토,1,NA,fall
39377,39377,20161015,415,186.84,토,1,NA,fall
39378,39378,20161015,430,181.8,토,1,NA,fall
39379,39379,20161015,445,180,토,1,NA,fall
39380,39380,20161015,500,177.12,토,1,NA,fall
39381,39381,20161015,515,179.64,토,1,NA,fall
39382,39382,20161015,530,173.88,토,1,NA,fall
39383,39383,20161015,545,176.76,토,1,NA,fall
39384,39384,20161015,600,183.24,토,1,NA,fall
39385,39385,20161015,615,192.24,토,1,NA,fall
39386,39386,20161015,630,194.04,토,1,NA,fall
39387,39387,20161015,645,190.8,토,1,NA,fall
39388,39388,20161015,700,189.36,토,1,NA,fall
39389,39389,20161015,715,195.84,토,1,NA,fall
39390,39390,20161015,730,198.36,토,1,NA,fall
39391,39391,20161015,745,204.48,토,1,NA,fall
39392,39392,20161015,800,201.96,토,1,NA,fall
39393,39393,20161015,815,217.44,토,1,NA,fall
39394,39394,20161015,830,218.88,토,1,NA,fall
39395,39395,20161015,845,222.48,토,1,NA,fall
39396,39396,20161015,900,224.28,토,1,NA,fall
39397,39397,20161015,915,217.44,토,1,NA,fall
39398,39398,20161015,930,218.52,토,1,NA,fall
39399,39399,20161015,945,221.04,토,1,NA,fall
39400,39400,20161015,1000,232.56,토,1,NA,fall
39401,39401,20161015,1015,230.76,토,1,NA,fall
39402,39402,20161015,1030,226.8,토,1,NA,fall
39403,39403,20161015,1045,237.24,토,1,NA,fall
39404,39404,20161015,1100,245.88,토,1,NA,fall
39405,39405,20161015,1115,243.36,토,1,NA,fall
39406,39406,20161015,1130,235.08,토,1,NA,fall
39407,39407,20161015,1145,236.16,토,1,NA,fall
39408,39408,20161015,1200,238.32,토,1,NA,fall
39409,39409,20161015,1215,252.72,토,1,NA,fall
39410,39410,20161015,1230,256.68,토,1,NA,fall
39411,39411,20161015,1245,262.8,토,1,NA,fall
39412,39412,20161015,1300,257.4,토,1,NA,fall
39413,39413,20161015,1315,243.36,토,1,NA,fall
39414,39414,20161015,1330,241.92,토,1,NA,fall
39415,39415,20161015,1345,236.88,토,1,NA,fall
39416,39416,20161015,1400,235.44,토,1,NA,fall
39417,39417,20161015,1415,237.96,토,1,NA,fall
39418,39418,20161015,1430,240.12,토,1,NA,fall
39419,39419,20161015,1445,237.96,토,1,NA,fall
39420,39420,20161015,1500,240.12,토,1,NA,fall
39421,39421,20161015,1515,232.92,토,1,NA,fall
39422,39422,20161015,1530,240.12,토,1,NA,fall
39423,39423,20161015,1545,244.44,토,1,NA,fall
39424,39424,20161015,1600,242.64,토,1,NA,fall
39425,39425,20161015,1615,243.36,토,1,NA,fall
39426,39426,20161015,1630,241.56,토,1,NA,fall
39427,39427,20161015,1645,237.24,토,1,NA,fall
39428,39428,20161015,1700,237.24,토,1,NA,fall
39429,39429,20161015,1715,236.52,토,1,NA,fall
39430,39430,20161015,1730,234.72,토,1,NA,fall
39431,39431,20161015,1745,235.8,토,1,NA,fall
39432,39432,20161015,1800,236.52,토,1,NA,fall
39433,39433,20161015,1815,251.28,토,1,NA,fall
39434,39434,20161015,1830,253.8,토,1,NA,fall
39435,39435,20161015,1845,253.8,토,1,NA,fall
39436,39436,20161015,1900,254.88,토,1,NA,fall
39437,39437,20161015,1915,247.32,토,1,NA,fall
39438,39438,20161015,1930,238.68,토,1,NA,fall
39439,39439,20161015,1945,243.72,토,1,NA,fall
39440,39440,20161015,2000,244.8,토,1,NA,fall
39441,39441,20161015,2015,244.08,토,1,NA,fall
39442,39442,20161015,2030,239.76,토,1,NA,fall
39443,39443,20161015,2045,247.32,토,1,NA,fall
39444,39444,20161015,2100,245.16,토,1,NA,fall
39445,39445,20161015,2115,240.12,토,1,NA,fall
39446,39446,20161015,2130,243.72,토,1,NA,fall
39447,39447,20161015,2145,249.48,토,1,NA,fall
39448,39448,20161015,2200,255.96,토,1,NA,fall
39449,39449,20161015,2215,242.28,토,1,NA,fall
39450,39450,20161015,2230,225,토,1,NA,fall
39451,39451,20161015,2245,233.64,토,1,NA,fall
39452,39452,20161015,2300,230.04,토,1,NA,fall
39453,39453,20161015,2315,229.32,토,1,NA,fall
39454,39454,20161015,2330,226.44,토,1,NA,fall
39455,39455,20161015,2345,221.76,토,1,NA,fall
39456,39456,20161015,2400,220.32,토,1,NA,fall
39457,39457,20161016,15,222.12,일,1,NA,fall
39458,39458,20161016,30,221.4,일,1,NA,fall
39459,39459,20161016,45,221.04,일,1,NA,fall
39460,39460,20161016,100,228.24,일,1,NA,fall
39461,39461,20161016,115,227.52,일,1,NA,fall
39462,39462,20161016,130,218.52,일,1,NA,fall
39463,39463,20161016,145,209.16,일,1,NA,fall
39464,39464,20161016,200,204.12,일,1,NA,fall
39465,39465,20161016,215,199.08,일,1,NA,fall
39466,39466,20161016,230,191.52,일,1,NA,fall
39467,39467,20161016,245,190.8,일,1,NA,fall
39468,39468,20161016,300,195.12,일,1,NA,fall
39469,39469,20161016,315,190.8,일,1,NA,fall
39470,39470,20161016,330,189.72,일,1,NA,fall
39471,39471,20161016,345,180.36,일,1,NA,fall
39472,39472,20161016,400,179.64,일,1,NA,fall
39473,39473,20161016,415,179.28,일,1,NA,fall
39474,39474,20161016,430,173.16,일,1,NA,fall
39475,39475,20161016,445,170.64,일,1,NA,fall
39476,39476,20161016,500,172.8,일,1,NA,fall
39477,39477,20161016,515,172.08,일,1,NA,fall
39478,39478,20161016,530,176.4,일,1,NA,fall
39479,39479,20161016,545,177.12,일,1,NA,fall
39480,39480,20161016,600,174.6,일,1,NA,fall
39481,39481,20161016,615,185.4,일,1,NA,fall
39482,39482,20161016,630,180.72,일,1,NA,fall
39483,39483,20161016,645,175.68,일,1,NA,fall
39484,39484,20161016,700,178.2,일,1,NA,fall
39485,39485,20161016,715,182.88,일,1,NA,fall
39486,39486,20161016,730,189.36,일,1,NA,fall
39487,39487,20161016,745,189.36,일,1,NA,fall
39488,39488,20161016,800,184.32,일,1,NA,fall
39489,39489,20161016,815,178.2,일,1,NA,fall
39490,39490,20161016,830,186.12,일,1,NA,fall
39491,39491,20161016,845,185.4,일,1,NA,fall
39492,39492,20161016,900,189.72,일,1,NA,fall
39493,39493,20161016,915,187.2,일,1,NA,fall
39494,39494,20161016,930,189.72,일,1,NA,fall
39495,39495,20161016,945,195.12,일,1,NA,fall
39496,39496,20161016,1000,194.04,일,1,NA,fall
39497,39497,20161016,1015,199.44,일,1,NA,fall
39498,39498,20161016,1030,201.96,일,1,NA,fall
39499,39499,20161016,1045,202.68,일,1,NA,fall
39500,39500,20161016,1100,203.04,일,1,NA,fall
39501,39501,20161016,1115,198,일,1,NA,fall
39502,39502,20161016,1130,199.8,일,1,NA,fall
39503,39503,20161016,1145,207.72,일,1,NA,fall
39504,39504,20161016,1200,210.96,일,1,NA,fall
39505,39505,20161016,1215,209.88,일,1,NA,fall
39506,39506,20161016,1230,208.8,일,1,NA,fall
39507,39507,20161016,1245,216,일,1,NA,fall
39508,39508,20161016,1300,219.24,일,1,NA,fall
39509,39509,20161016,1315,216.72,일,1,NA,fall
39510,39510,20161016,1330,210.6,일,1,NA,fall
39511,39511,20161016,1345,204.48,일,1,NA,fall
39512,39512,20161016,1400,205.56,일,1,NA,fall
39513,39513,20161016,1415,209.88,일,1,NA,fall
39514,39514,20161016,1430,212.76,일,1,NA,fall
39515,39515,20161016,1445,207.36,일,1,NA,fall
39516,39516,20161016,1500,203.4,일,1,NA,fall
39517,39517,20161016,1515,211.68,일,1,NA,fall
39518,39518,20161016,1530,220.68,일,1,NA,fall
39519,39519,20161016,1545,216.36,일,1,NA,fall
39520,39520,20161016,1600,214.2,일,1,NA,fall
39521,39521,20161016,1615,216,일,1,NA,fall
39522,39522,20161016,1630,213.48,일,1,NA,fall
39523,39523,20161016,1645,216.72,일,1,NA,fall
39524,39524,20161016,1700,217.44,일,1,NA,fall
39525,39525,20161016,1715,215.64,일,1,NA,fall
39526,39526,20161016,1730,221.76,일,1,NA,fall
39527,39527,20161016,1745,221.4,일,1,NA,fall
39528,39528,20161016,1800,231.84,일,1,NA,fall
39529,39529,20161016,1815,254.52,일,1,NA,fall
39530,39530,20161016,1830,249.48,일,1,NA,fall
39531,39531,20161016,1845,249.12,일,1,NA,fall
39532,39532,20161016,1900,254.16,일,1,NA,fall
39533,39533,20161016,1915,247.68,일,1,NA,fall
39534,39534,20161016,1930,243,일,1,NA,fall
39535,39535,20161016,1945,242.28,일,1,NA,fall
39536,39536,20161016,2000,236.88,일,1,NA,fall
39537,39537,20161016,2015,233.64,일,1,NA,fall
39538,39538,20161016,2030,241.92,일,1,NA,fall
39539,39539,20161016,2045,236.88,일,1,NA,fall
39540,39540,20161016,2100,238.32,일,1,NA,fall
39541,39541,20161016,2115,237.24,일,1,NA,fall
39542,39542,20161016,2130,245.52,일,1,NA,fall
39543,39543,20161016,2145,247.68,일,1,NA,fall
39544,39544,20161016,2200,242.64,일,1,NA,fall
39545,39545,20161016,2215,228.24,일,1,NA,fall
39546,39546,20161016,2230,226.8,일,1,NA,fall
39547,39547,20161016,2245,232.56,일,1,NA,fall
39548,39548,20161016,2300,239.4,일,1,NA,fall
39549,39549,20161016,2315,235.44,일,1,NA,fall
39550,39550,20161016,2330,229.68,일,1,NA,fall
39551,39551,20161016,2345,224.64,일,1,NA,fall
39552,39552,20161016,2400,214.56,일,1,NA,fall
39553,39553,20161017,15,221.76,월,1,NA,fall
39554,39554,20161017,30,218.88,월,1,NA,fall
39555,39555,20161017,45,217.8,월,1,NA,fall
39556,39556,20161017,100,216,월,1,NA,fall
39557,39557,20161017,115,212.76,월,1,NA,fall
39558,39558,20161017,130,214.56,월,1,NA,fall
39559,39559,20161017,145,218.16,월,1,NA,fall
39560,39560,20161017,200,206.28,월,1,NA,fall
39561,39561,20161017,215,196.92,월,1,NA,fall
39562,39562,20161017,230,196.2,월,1,NA,fall
39563,39563,20161017,245,195.84,월,1,NA,fall
39564,39564,20161017,300,198,월,1,NA,fall
39565,39565,20161017,315,198.36,월,1,NA,fall
39566,39566,20161017,330,186.84,월,1,NA,fall
39567,39567,20161017,345,184.68,월,1,NA,fall
39568,39568,20161017,400,188.28,월,1,NA,fall
39569,39569,20161017,415,189.72,월,1,NA,fall
39570,39570,20161017,430,183.6,월,1,NA,fall
39571,39571,20161017,445,181.08,월,1,NA,fall
39572,39572,20161017,500,186.48,월,1,NA,fall
39573,39573,20161017,515,188.64,월,1,NA,fall
39574,39574,20161017,530,188.64,월,1,NA,fall
39575,39575,20161017,545,194.4,월,1,NA,fall
39576,39576,20161017,600,196.56,월,1,NA,fall
39577,39577,20161017,615,207.72,월,1,NA,fall
39578,39578,20161017,630,223.92,월,1,NA,fall
39579,39579,20161017,645,232.56,월,1,NA,fall
39580,39580,20161017,700,223.2,월,1,NA,fall
39581,39581,20161017,715,235.08,월,1,NA,fall
39582,39582,20161017,730,238.32,월,1,NA,fall
39583,39583,20161017,745,241.92,월,1,NA,fall
39584,39584,20161017,800,244.44,월,1,NA,fall
39585,39585,20161017,815,268.2,월,1,NA,fall
39586,39586,20161017,830,276.84,월,1,NA,fall
39587,39587,20161017,845,285.12,월,1,NA,fall
39588,39588,20161017,900,285.12,월,1,NA,fall
39589,39589,20161017,915,280.08,월,1,NA,fall
39590,39590,20161017,930,283.68,월,1,NA,fall
39591,39591,20161017,945,277.92,월,1,NA,fall
39592,39592,20161017,1000,283.68,월,1,NA,fall
39593,39593,20161017,1015,291.6,월,1,NA,fall
39594,39594,20161017,1030,284.4,월,1,NA,fall
39595,39595,20161017,1045,288,월,1,NA,fall
39596,39596,20161017,1100,291.96,월,1,NA,fall
39597,39597,20161017,1115,286.92,월,1,NA,fall
39598,39598,20161017,1130,285.12,월,1,NA,fall
39599,39599,20161017,1145,287.28,월,1,NA,fall
39600,39600,20161017,1200,280.8,월,1,NA,fall
39601,39601,20161017,1215,281.52,월,1,NA,fall
39602,39602,20161017,1230,289.08,월,1,NA,fall
39603,39603,20161017,1245,292.32,월,1,NA,fall
39604,39604,20161017,1300,284.4,월,1,NA,fall
39605,39605,20161017,1315,290.16,월,1,NA,fall
39606,39606,20161017,1330,300.24,월,1,NA,fall
39607,39607,20161017,1345,293.76,월,1,NA,fall
39608,39608,20161017,1400,297.36,월,1,NA,fall
39609,39609,20161017,1415,303.48,월,1,NA,fall
39610,39610,20161017,1430,312.48,월,1,NA,fall
39611,39611,20161017,1445,305.28,월,1,NA,fall
39612,39612,20161017,1500,306.72,월,1,NA,fall
39613,39613,20161017,1515,303.84,월,1,NA,fall
39614,39614,20161017,1530,306.36,월,1,NA,fall
39615,39615,20161017,1545,306.36,월,1,NA,fall
39616,39616,20161017,1600,306,월,1,NA,fall
39617,39617,20161017,1615,298.8,월,1,NA,fall
39618,39618,20161017,1630,295.56,월,1,NA,fall
39619,39619,20161017,1645,294.48,월,1,NA,fall
39620,39620,20161017,1700,289.08,월,1,NA,fall
39621,39621,20161017,1715,286.56,월,1,NA,fall
39622,39622,20161017,1730,291.96,월,1,NA,fall
39623,39623,20161017,1745,291.24,월,1,NA,fall
39624,39624,20161017,1800,289.8,월,1,NA,fall
39625,39625,20161017,1815,294.84,월,1,NA,fall
39626,39626,20161017,1830,304.92,월,1,NA,fall
39627,39627,20161017,1845,306.72,월,1,NA,fall
39628,39628,20161017,1900,312.84,월,1,NA,fall
39629,39629,20161017,1915,300.24,월,1,NA,fall
39630,39630,20161017,1930,290.16,월,1,NA,fall
39631,39631,20161017,1945,288.36,월,1,NA,fall
39632,39632,20161017,2000,284.76,월,1,NA,fall
39633,39633,20161017,2015,286.92,월,1,NA,fall
39634,39634,20161017,2030,285.48,월,1,NA,fall
39635,39635,20161017,2045,286.56,월,1,NA,fall
39636,39636,20161017,2100,282.96,월,1,NA,fall
39637,39637,20161017,2115,282.24,월,1,NA,fall
39638,39638,20161017,2130,286.56,월,1,NA,fall
39639,39639,20161017,2145,285.48,월,1,NA,fall
39640,39640,20161017,2200,279,월,1,NA,fall
39641,39641,20161017,2215,263.52,월,1,NA,fall
39642,39642,20161017,2230,256.32,월,1,NA,fall
39643,39643,20161017,2245,253.08,월,1,NA,fall
39644,39644,20161017,2300,252.36,월,1,NA,fall
39645,39645,20161017,2315,243,월,1,NA,fall
39646,39646,20161017,2330,237.6,월,1,NA,fall
39647,39647,20161017,2345,241.92,월,1,NA,fall
39648,39648,20161017,2400,234,월,1,NA,fall
39649,39649,20161018,15,223.92,화,1,NA,fall
39650,39650,20161018,30,209.16,화,1,NA,fall
39651,39651,20161018,45,213.84,화,1,NA,fall
39652,39652,20161018,100,214.56,화,1,NA,fall
39653,39653,20161018,115,220.68,화,1,NA,fall
39654,39654,20161018,130,213.12,화,1,NA,fall
39655,39655,20161018,145,211.32,화,1,NA,fall
39656,39656,20161018,200,199.44,화,1,NA,fall
39657,39657,20161018,215,192.96,화,1,NA,fall
39658,39658,20161018,230,185.76,화,1,NA,fall
39659,39659,20161018,245,191.88,화,1,NA,fall
39660,39660,20161018,300,189.72,화,1,NA,fall
39661,39661,20161018,315,190.44,화,1,NA,fall
39662,39662,20161018,330,186.48,화,1,NA,fall
39663,39663,20161018,345,182.16,화,1,NA,fall
39664,39664,20161018,400,179.28,화,1,NA,fall
39665,39665,20161018,415,176.76,화,1,NA,fall
39666,39666,20161018,430,179.64,화,1,NA,fall
39667,39667,20161018,445,175.32,화,1,NA,fall
39668,39668,20161018,500,177.84,화,1,NA,fall
39669,39669,20161018,515,173.88,화,1,NA,fall
39670,39670,20161018,530,180.36,화,1,NA,fall
39671,39671,20161018,545,178.2,화,1,NA,fall
39672,39672,20161018,600,182.16,화,1,NA,fall
39673,39673,20161018,615,192.96,화,1,NA,fall
39674,39674,20161018,630,204.48,화,1,NA,fall
39675,39675,20161018,645,200.16,화,1,NA,fall
39676,39676,20161018,700,200.88,화,1,NA,fall
39677,39677,20161018,715,207,화,1,NA,fall
39678,39678,20161018,730,209.16,화,1,NA,fall
39679,39679,20161018,745,220.68,화,1,NA,fall
39680,39680,20161018,800,222.12,화,1,NA,fall
39681,39681,20161018,815,235.44,화,1,NA,fall
39682,39682,20161018,830,257.76,화,1,NA,fall
39683,39683,20161018,845,264.96,화,1,NA,fall
39684,39684,20161018,900,275.76,화,1,NA,fall
39685,39685,20161018,915,270.36,화,1,NA,fall
39686,39686,20161018,930,270.36,화,1,NA,fall
39687,39687,20161018,945,276.84,화,1,NA,fall
39688,39688,20161018,1000,285.48,화,1,NA,fall
39689,39689,20161018,1015,282.96,화,1,NA,fall
39690,39690,20161018,1030,273.6,화,1,NA,fall
39691,39691,20161018,1045,276.12,화,1,NA,fall
39692,39692,20161018,1100,275.76,화,1,NA,fall
39693,39693,20161018,1115,281.88,화,1,NA,fall
39694,39694,20161018,1130,274.68,화,1,NA,fall
39695,39695,20161018,1145,278.28,화,1,NA,fall
39696,39696,20161018,1200,277.2,화,1,NA,fall
39697,39697,20161018,1215,276.84,화,1,NA,fall
39698,39698,20161018,1230,277.2,화,1,NA,fall
39699,39699,20161018,1245,290.52,화,1,NA,fall
39700,39700,20161018,1300,288.72,화,1,NA,fall
39701,39701,20161018,1315,306,화,1,NA,fall
39702,39702,20161018,1330,302.76,화,1,NA,fall
39703,39703,20161018,1345,310.32,화,1,NA,fall
39704,39704,20161018,1400,311.4,화,1,NA,fall
39705,39705,20161018,1415,311.76,화,1,NA,fall
39706,39706,20161018,1430,302.4,화,1,NA,fall
39707,39707,20161018,1445,295.92,화,1,NA,fall
39708,39708,20161018,1500,300.6,화,1,NA,fall
39709,39709,20161018,1515,297,화,1,NA,fall
39710,39710,20161018,1530,300.6,화,1,NA,fall
39711,39711,20161018,1545,306.72,화,1,NA,fall
39712,39712,20161018,1600,301.68,화,1,NA,fall
39713,39713,20161018,1615,287.64,화,1,NA,fall
39714,39714,20161018,1630,283.68,화,1,NA,fall
39715,39715,20161018,1645,284.04,화,1,NA,fall
39716,39716,20161018,1700,281.16,화,1,NA,fall
39717,39717,20161018,1715,265.68,화,1,NA,fall
39718,39718,20161018,1730,260.64,화,1,NA,fall
39719,39719,20161018,1745,272.52,화,1,NA,fall
39720,39720,20161018,1800,268.56,화,1,NA,fall
39721,39721,20161018,1815,288,화,1,NA,fall
39722,39722,20161018,1830,285.48,화,1,NA,fall
39723,39723,20161018,1845,282.24,화,1,NA,fall
39724,39724,20161018,1900,287.64,화,1,NA,fall
39725,39725,20161018,1915,283.68,화,1,NA,fall
39726,39726,20161018,1930,279.36,화,1,NA,fall
39727,39727,20161018,1945,273.6,화,1,NA,fall
39728,39728,20161018,2000,272.88,화,1,NA,fall
39729,39729,20161018,2015,278.28,화,1,NA,fall
39730,39730,20161018,2030,282.6,화,1,NA,fall
39731,39731,20161018,2045,282.96,화,1,NA,fall
39732,39732,20161018,2100,277.56,화,1,NA,fall
39733,39733,20161018,2115,273.24,화,1,NA,fall
39734,39734,20161018,2130,277.56,화,1,NA,fall
39735,39735,20161018,2145,270,화,1,NA,fall
39736,39736,20161018,2200,272.16,화,1,NA,fall
39737,39737,20161018,2215,245.52,화,1,NA,fall
39738,39738,20161018,2230,230.76,화,1,NA,fall
39739,39739,20161018,2245,228.6,화,1,NA,fall
39740,39740,20161018,2300,231.84,화,1,NA,fall
39741,39741,20161018,2315,230.4,화,1,NA,fall
39742,39742,20161018,2330,230.04,화,1,NA,fall
39743,39743,20161018,2345,219.96,화,1,NA,fall
39744,39744,20161018,2400,221.4,화,1,NA,fall
39745,39745,20161019,15,223.2,수,1,NA,fall
39746,39746,20161019,30,218.16,수,1,NA,fall
39747,39747,20161019,45,217.08,수,1,NA,fall
39748,39748,20161019,100,218.52,수,1,NA,fall
39749,39749,20161019,115,214.2,수,1,NA,fall
39750,39750,20161019,130,207,수,1,NA,fall
39751,39751,20161019,145,196.56,수,1,NA,fall
39752,39752,20161019,200,191.52,수,1,NA,fall
39753,39753,20161019,215,194.4,수,1,NA,fall
39754,39754,20161019,230,193.68,수,1,NA,fall
39755,39755,20161019,245,189,수,1,NA,fall
39756,39756,20161019,300,186.12,수,1,NA,fall
39757,39757,20161019,315,182.52,수,1,NA,fall
39758,39758,20161019,330,181.08,수,1,NA,fall
39759,39759,20161019,345,185.76,수,1,NA,fall
39760,39760,20161019,400,185.4,수,1,NA,fall
39761,39761,20161019,415,181.8,수,1,NA,fall
39762,39762,20161019,430,176.76,수,1,NA,fall
39763,39763,20161019,445,174.96,수,1,NA,fall
39764,39764,20161019,500,176.04,수,1,NA,fall
39765,39765,20161019,515,171,수,1,NA,fall
39766,39766,20161019,530,177.48,수,1,NA,fall
39767,39767,20161019,545,182.52,수,1,NA,fall
39768,39768,20161019,600,192.6,수,1,NA,fall
39769,39769,20161019,615,199.08,수,1,NA,fall
39770,39770,20161019,630,208.8,수,1,NA,fall
39771,39771,20161019,645,205.56,수,1,NA,fall
39772,39772,20161019,700,206.64,수,1,NA,fall
