"","No.","일자","일","사용량..kWh.","최대수요..kW.","사용량요금..원.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"827",827,201712,5,90779.52,5662.08,8101268,10039.68,1773.6,99.2,"화","N",NA,"winter"
"828",828,201712,6,88036.8,5585.28,7924052,9439.68,2805.6,99.24,"수","N",NA,"winter"
"829",829,201712,7,85277.28,5335.68,7722745,9192,2945.28,99.26,"목","N",NA,"winter"
"830",830,201712,8,89986.56,5700.48,8046011,10125.6,2155.68,99.13,"금","N",NA,"winter"
"831",831,201712,9,72839.04,4673.28,5540660,7169.28,2531.52,99.36,"토","N",NA,"winter"
"832",832,201712,10,61747.2,3523.2,3044137,2304.48,2940.96,99.92,"일","N",NA,"winter"
"833",833,201712,11,94908.96,5746.56,8468741,11139.36,1564.32,99.09,"월","N",NA,"winter"
"834",834,201712,12,94618.56,5731.2,8479714,11117.28,1513.92,99.12,"화","N",NA,"winter"
"835",835,201712,13,95703.36,5708.16,8548425,11405.28,1368.96,99.1,"수","N",NA,"winter"
"836",836,201712,14,94521.6,5921.28,8436636,11633.76,1438.08,99.01,"목","N",NA,"winter"
"837",837,201712,15,91863.36,5566.08,8159324,11247.36,1405.44,99.04,"금","N",NA,"winter"
"838",838,201712,16,77974.56,4488.96,5904140,7465.44,1378.56,99.38,"토","N",NA,"winter"
"839",839,201712,17,65325.12,3694.08,3220528,2390.4,1287.84,99.96,"일","N",NA,"winter"
"840",840,201712,18,98475.84,6038.4,8737968,11604.48,1449.6,99.06,"월","N",NA,"winter"
"841",841,201712,19,96893.76,5725.44,8598659,10809.6,1613.28,99.18,"화","N",NA,"winter"
"842",842,201712,20,95796,5798.4,8433962,10681.44,1604.64,99.16,"수","N",NA,"winter"
"843",843,201712,21,90334.56,5370.24,7990035,9861.12,1655.52,99.21,"목","N",NA,"winter"
"844",844,201712,22,79542.24,4938.24,7006131,8244.96,2818.08,99.33,"금","N",NA,"winter"
"845",845,201712,23,57268.8,3765.12,4377102,4112.64,3351.84,99.68,"토","N",NA,"winter"
"846",846,201712,24,41736.48,2211.84,2057608,0,5829.12,100,"일","N",NA,"winter"
"847",847,201712,25,49282.08,2453.76,2429607,49.92,3282.72,100,"월","Y","기독탄신일","winter"
"848",848,201712,26,85669.92,5352.96,7688410,9983.52,1996.32,99.1,"화","N",NA,"winter"
"849",849,201712,27,88610.4,5400.96,7779471,10246.08,1491.36,99.13,"수","N",NA,"winter"
"850",850,201712,28,83905.44,5322.24,7364007,9496.8,2048.16,99.13,"목","N",NA,"winter"
"851",851,201712,29,71583.84,4753.92,6333618,7404.96,3024,99.33,"금","N",NA,"winter"
"852",852,201712,30,55443.84,3317.76,4238379,3869.76,2794.56,99.67,"토","N",NA,"winter"
"853",853,201712,31,45251.04,2592,2230876,45.6,4866.24,100,"일","N",NA,"winter"
"854",854,201801,1,48685.92,3024,2400216,642.24,3546.72,100,"월","Y","1월1일","winter"
"855",855,201801,2,83024.64,5406.72,7388227,9540,1797.12,99.14,"화","N",NA,"winter"
"856",856,201801,3,84963.84,5347.2,7534549,9402.24,1601.28,99.2,"수","N",NA,"winter"
"857",857,201801,4,82234.08,5095.68,7220972,9445.92,1534.56,99.13,"목","N",NA,"winter"
"858",858,201801,5,76366.08,4894.08,6729196,8237.76,1794.24,99.25,"금","N",NA,"winter"
"859",859,201801,6,61434.24,3878.4,4676801,5697.12,1949.76,99.42,"토","N",NA,"winter"
"860",860,201801,7,46836,2837.76,2309015,436.8,4031.52,100,"일","N",NA,"winter"
"861",861,201801,8,81226.56,5247.36,7260169,9334.08,2613.12,99.16,"월","N",NA,"winter"
"862",862,201801,9,86692.32,5351.04,7693228,10057.44,1931.52,99.13,"화","N",NA,"winter"
"863",863,201801,10,88586.4,5464.32,7876093,10153.44,1184.16,99.17,"수","N",NA,"winter"
"864",864,201801,11,93084,5635.2,8213835,11552.16,1063.68,98.96,"목","N",NA,"winter"
"865",865,201801,12,93401.76,5558.4,8190797,11685.6,1108.8,98.96,"금","N",NA,"winter"
"866",866,201801,13,73370.4,4490.88,5559442,7105.92,1801.44,99.35,"토","N",NA,"winter"
"867",867,201801,14,53274.72,2814.72,2626444,135.36,2965.92,100,"일","N",NA,"winter"
"868",868,201801,15,76454.88,5176.32,6812815,8257.44,3105.6,99.24,"월","N",NA,"winter"
"869",869,201801,16,71533.44,4838.4,6417452,8062.08,3215.52,99.22,"화","N",NA,"winter"
"870",870,201801,17,69246.72,4527.36,6213560,7168.8,3209.76,99.36,"수","N",NA,"winter"
"871",871,201801,18,68498.4,4629.12,6149473,7263.36,3173.76,99.32,"목","N",NA,"winter"
"872",872,201801,19,68055.36,4523.52,6046625,6951.84,2911.2,99.37,"금","N",NA,"winter"
"873",873,201801,20,53774.88,3713.28,4103527,4169.76,3336.48,99.65,"토","N",NA,"winter"
"874",874,201801,21,38156.16,2027.52,1881099,0.48,5428.8,100,"일","N",NA,"winter"
"875",875,201801,22,77353.92,4896,6988190,9180,2388.48,99.11,"월","N",NA,"winter"
"876",876,201801,23,90069.6,5368.32,7942239,11412.96,989.76,98.95,"화","N",NA,"winter"
"877",877,201801,24,93686.88,5710.08,8217355,11923.68,972.48,98.94,"수","N",NA,"winter"
"878",878,201801,25,95237.76,5884.8,8436796,12165.6,1068,98.89,"목","N",NA,"winter"
"879",879,201801,26,94611.36,5873.28,8360994,12448.8,905.28,98.83,"금","N",NA,"winter"
"880",880,201801,27,77364,4525.44,5870935,8372.16,1200,99.16,"토","N",NA,"winter"
"881",881,201801,28,64161.6,3696,3163167,3470.88,1027.2,99.85,"일","N",NA,"winter"
"882",882,201801,29,89854.56,5544.96,7907745,11157.12,1199.52,98.94,"월","N",NA,"winter"
"883",883,201801,30,87037.92,5377.92,7734020,10423.68,1344,99.04,"화","N",NA,"winter"
"884",884,201801,31,88422.72,5368.32,7803491,10352.64,1304.16,99.06,"수","N",NA,"winter"
"885",885,201802,1,87102.24,5308.8,7623667,9747.36,1209.12,99.19,"목","N",NA,"winter"
"886",886,201802,2,84473.76,5212.8,7370347,9076.32,1319.04,99.25,"금","N",NA,"winter"
"887",887,201802,3,74093.28,4214.4,5629137,7677.12,1335.36,99.27,"토","N",NA,"winter"
"888",888,201802,4,61488,3338.88,3031358,3105.12,1303.2,99.86,"일","N",NA,"winter"
"889",889,201802,5,91160.16,5560.32,8051726,10890.24,1068.96,99.02,"월","N",NA,"winter"
"890",890,201802,6,89155.2,5493.12,7879767,10445.76,1339.2,99.06,"화","N",NA,"winter"
"891",891,201802,7,88011.36,5402.88,7765612,10802.88,1463.52,98.96,"수","N",NA,"winter"
"892",892,201802,8,84348.48,5226.24,7428987,10004.64,1512.48,99.01,"목","N",NA,"winter"
"893",893,201802,9,78709.92,5013.12,6896876,8241.6,2083.68,99.26,"금","N",NA,"winter"
"894",894,201802,10,62706.24,3876.48,4834570,5371.2,2418.72,99.48,"토","N",NA,"winter"
"895",895,201802,11,56964.96,3219.84,2808373,2793.6,1464.48,99.86,"일","N",NA,"winter"
"896",896,201802,12,86314.56,5462.4,7664640,10355.52,1727.52,99.02,"월","N",NA,"winter"
"897",897,201802,13,79587.84,4980.48,6983393,8846.4,1833.12,99.16,"화","N",NA,"winter"
"898",898,201802,14,68179.68,4548.48,6051207,6646.08,2868.48,99.38,"수","N",NA,"winter"
"899",899,201802,15,42489.12,2081.28,2094714,4.8,4861.92,100,"목","Y","설날","winter"
"900",900,201802,16,41957.28,2144.64,2068494,0.48,4074.72,100,"금","Y","설날","winter"
"901",901,201802,17,47392.8,2484.48,2336465,303.84,3276.96,100,"토","Y","설날","winter"
"902",902,201802,18,43997.76,2323.2,2169090,30.24,4236.48,100,"일","N",NA,"winter"
"903",903,201802,19,72832.8,4803.84,6536179,7119.36,3011.52,99.37,"월","N",NA,"winter"
"904",904,201802,20,72795.84,4694.4,6579147,6865.44,3148.8,99.42,"화","N",NA,"winter"
"905",905,201802,21,74807.04,4719.36,6653958,7682.4,2784.48,99.32,"수","N",NA,"winter"
"906",906,201802,22,74042.4,4794.24,6680066,7784.64,3130.08,99.28,"목","N",NA,"winter"
"907",907,201802,23,72908.16,4719.36,6505502,6511.68,3188.16,99.48,"금","N",NA,"winter"
"908",908,201802,24,61561.44,4348.8,4782101,5097.12,3658.56,99.53,"토","N",NA,"winter"
"909",909,201802,25,41397.6,2069.76,2040902,0,6394.56,100,"일","N",NA,"winter"
"910",910,201802,26,71227.68,4680.96,6362694,6469.92,3617.76,99.45,"월","N",NA,"winter"
"911",911,201802,27,69441.6,4619.52,6247176,6420,3772.8,99.46,"화","N",NA,"winter"
"912",912,201802,28,69501.12,4421.76,6258246,6100.32,3420.48,99.5,"수","N",NA,"winter"
