"","No.","일자","시","사용량..kWh.","최대수요..kW.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"3615",3615,20160129,15,1369.44,1464.48,236.16,0,98.55,"금",1,NA,"winter"
"3616",3616,20160129,16,1393.56,1473.12,253.44,0,98.39,"금",1,NA,"winter"
"3617",3617,20160129,17,1348.92,1372.32,218.88,0,98.71,"금",1,NA,"winter"
"3618",3618,20160129,18,1370.16,1432.8,259.56,0,98.25,"금",1,NA,"winter"
"3619",3619,20160129,19,1289.16,1324.8,208.08,0,98.72,"금",1,NA,"winter"
"3620",3620,20160129,20,1226.88,1301.76,173.88,0,99.01,"금",1,NA,"winter"
"3621",3621,20160129,21,1231.2,1369.44,189.36,0,98.84,"금",1,NA,"winter"
"3622",3622,20160129,22,1171.44,1290.24,183.96,0,98.79,"금",1,NA,"winter"
"3623",3623,20160129,23,1051.92,1113.12,162,0,98.83,"금",1,NA,"winter"
"3624",3624,20160129,24,973.44,1015.2,129.24,0,0,"금",1,NA,"winter"
"3625",3625,20160130,1,962.64,1009.44,141.12,0,0,"토",1,NA,"winter"
"3626",3626,20160130,2,930.96,999.36,139.32,0,0,"토",1,NA,"winter"
"3627",3627,20160130,3,914.4,1003.68,149.76,0,0,"토",1,NA,"winter"
"3628",3628,20160130,4,865.44,911.52,125.64,0,0,"토",1,NA,"winter"
"3629",3629,20160130,5,832.68,862.56,109.8,0,0,"토",1,NA,"winter"
"3630",3630,20160130,6,929.88,1012.32,162.72,0,0,"토",1,NA,"winter"
"3631",3631,20160130,7,1017.36,1051.2,179.28,0,0,"토",1,NA,"winter"
"3632",3632,20160130,8,1084.32,1127.52,204.12,0,0,"토",1,NA,"winter"
"3633",3633,20160130,9,1189.8,1293.12,258.12,0,0,"토",1,NA,"winter"
"3634",3634,20160130,10,1116.36,1152,191.16,0,98.57,"토",1,NA,"winter"
"3635",3635,20160130,11,1204.56,1355.04,258.48,0,97.77,"토",1,NA,"winter"
"3636",3636,20160130,12,1127.16,1162.08,202.32,0,98.43,"토",1,NA,"winter"
"3637",3637,20160130,13,1135.8,1192.32,227.16,0,98.06,"토",1,NA,"winter"
"3638",3638,20160130,14,960.48,1029.6,111.96,0,99.33,"토",1,NA,"winter"
"3639",3639,20160130,15,1032.12,1140.48,167.4,0,98.71,"토",1,NA,"winter"
"3640",3640,20160130,16,1008.72,1035.36,126.72,0,99.22,"토",1,NA,"winter"
"3641",3641,20160130,17,1025.28,1081.44,152.28,0,98.91,"토",1,NA,"winter"
"3642",3642,20160130,18,1018.44,1077.12,141.12,0,99.05,"토",1,NA,"winter"
"3643",3643,20160130,19,1182.6,1212.48,180.36,0,98.86,"토",1,NA,"winter"
"3644",3644,20160130,20,1118.88,1154.88,166.68,0,98.91,"토",1,NA,"winter"
"3645",3645,20160130,21,1025.64,1133.28,139.68,0,99.09,"토",1,NA,"winter"
"3646",3646,20160130,22,969.12,993.6,122.76,0,99.21,"토",1,NA,"winter"
"3647",3647,20160130,23,1040.76,1177.92,181.8,0,98.51,"토",1,NA,"winter"
"3648",3648,20160130,24,995.4,1088.64,153,0,0,"토",1,NA,"winter"
"3649",3649,20160131,1,1017,1154.88,194.4,0,0,"일",1,NA,"winter"
"3650",3650,20160131,2,901.8,947.52,130.68,0,0,"일",1,NA,"winter"
"3651",3651,20160131,3,946.8,1080,189,0,0,"일",1,NA,"winter"
"3652",3652,20160131,4,942.48,984.96,195.84,0,0,"일",1,NA,"winter"
"3653",3653,20160131,5,883.08,905.76,149.4,0,0,"일",1,NA,"winter"
"3654",3654,20160131,6,886.32,989.28,166.68,0,0,"일",1,NA,"winter"
"3655",3655,20160131,7,930.24,957.6,167.76,0,0,"일",1,NA,"winter"
"3656",3656,20160131,8,952.2,982.08,154.8,0,0,"일",1,NA,"winter"
"3657",3657,20160131,9,1042.2,1084.32,200.16,0,0,"일",1,NA,"winter"
"3658",3658,20160131,10,1023.12,1127.52,197.64,0,98.18,"일",1,NA,"winter"
"3659",3659,20160131,11,1044,1133.28,182.52,0,98.51,"일",1,NA,"winter"
"3660",3660,20160131,12,1064.16,1166.4,215.28,0,98.01,"일",1,NA,"winter"
"3661",3661,20160131,13,967.32,983.52,154.08,0,98.76,"일",1,NA,"winter"
"3662",3662,20160131,14,1049.4,1196.64,205.92,0,98.13,"일",1,NA,"winter"
"3663",3663,20160131,15,984.6,1042.56,137.88,0,99.03,"일",1,NA,"winter"
"3664",3664,20160131,16,1088.64,1196.64,191.88,0,98.48,"일",1,NA,"winter"
"3665",3665,20160131,17,1062.72,1127.52,176.4,0,98.65,"일",1,NA,"winter"
"3666",3666,20160131,18,1027.44,1052.64,130.32,0,99.21,"일",1,NA,"winter"
"3667",3667,20160131,19,1265.76,1308.96,222.84,0,98.49,"일",1,NA,"winter"
"3668",3668,20160131,20,1247.4,1337.76,232.56,0,98.31,"일",1,NA,"winter"
"3669",3669,20160131,21,1162.08,1216.8,192.24,0,98.66,"일",1,NA,"winter"
"3670",3670,20160131,22,1190.88,1323.36,226.08,0,98.25,"일",1,NA,"winter"
"3671",3671,20160131,23,1107.36,1144.8,199.8,0,98.41,"일",1,NA,"winter"
"3672",3672,20160131,24,1181.52,1297.44,287.28,0,0,"일",1,NA,"winter"
"3673",3673,20160201,1,1062,1164.96,225,0,0,"월",1,NA,"winter"
"3674",3674,20160201,2,1027.44,1065.6,223.56,0,0,"월",1,NA,"winter"
"3675",3675,20160201,3,926.64,1020.96,179.64,0,0,"월",1,NA,"winter"
"3676",3676,20160201,4,956.52,1029.6,216,0,0,"월",1,NA,"winter"
"3677",3677,20160201,5,882.72,905.76,159.12,0,0,"월",1,NA,"winter"
"3678",3678,20160201,6,1026.36,1094.4,220.68,0,0,"월",1,NA,"winter"
"3679",3679,20160201,7,1109.88,1170.72,219.6,0,0,"월",1,NA,"winter"
"3680",3680,20160201,8,1257.12,1316.16,258.12,0,0,"월",1,NA,"winter"
"3681",3681,20160201,9,1402.2,1481.76,313.56,0,0,"월",1,NA,"winter"
"3682",3682,20160201,10,1460.88,1523.52,304.92,0,97.89,"월",1,NA,"winter"
"3683",3683,20160201,11,1518.12,1565.28,301.32,0,98.09,"월",1,NA,"winter"
"3684",3684,20160201,12,1424.52,1441.44,227.16,0,98.75,"월",1,NA,"winter"
"3685",3685,20160201,13,1402.2,1483.2,256.32,0,98.37,"월",1,NA,"winter"
"3686",3686,20160201,14,1404.36,1427.04,214.92,0,98.85,"월",1,NA,"winter"
"3687",3687,20160201,15,1380.6,1491.84,228.96,0,98.65,"월",1,NA,"winter"
"3688",3688,20160201,16,1420.2,1493.28,248.4,0,98.5,"월",1,NA,"winter"
"3689",3689,20160201,17,1463.04,1611.36,251.28,0,98.56,"월",1,NA,"winter"
"3690",3690,20160201,18,1331.64,1414.08,178.92,0,99.11,"월",1,NA,"winter"
"3691",3691,20160201,19,1401.84,1565.28,247.32,0,98.48,"월",1,NA,"winter"
"3692",3692,20160201,20,1294.92,1357.92,184.68,0,99,"월",1,NA,"winter"
"3693",3693,20160201,21,1312.2,1438.56,227.88,0,98.53,"월",1,NA,"winter"
"3694",3694,20160201,22,1322.64,1419.84,266.76,0,98.03,"월",1,NA,"winter"
"3695",3695,20160201,23,1200.24,1283.04,253.44,0,97.84,"월",1,NA,"winter"
"3696",3696,20160201,24,1166.04,1219.68,251.64,0,0,"월",1,NA,"winter"
"3697",3697,20160202,1,1086.48,1156.32,218.16,0,0,"화",1,NA,"winter"
"3698",3698,20160202,2,1008.36,1136.16,204.48,0,0,"화",1,NA,"winter"
"3699",3699,20160202,3,959.76,1025.28,192.96,0,0,"화",1,NA,"winter"
"3700",3700,20160202,4,940.68,993.6,186.84,0,0,"화",1,NA,"winter"
"3701",3701,20160202,5,927.36,1009.44,178.2,0,0,"화",1,NA,"winter"
"3702",3702,20160202,6,959.4,1020.96,172.44,0,0,"화",1,NA,"winter"
"3703",3703,20160202,7,1171.08,1380.96,249.48,0,0,"화",1,NA,"winter"
"3704",3704,20160202,8,1257.12,1304.64,256.68,0,0,"화",1,NA,"winter"
"3705",3705,20160202,9,1411.2,1463.04,313.2,0,0,"화",1,NA,"winter"
"3706",3706,20160202,10,1399.32,1435.68,267.48,0,98.22,"화",1,NA,"winter"
"3707",3707,20160202,11,1426.32,1526.4,232.92,0,98.69,"화",1,NA,"winter"
"3708",3708,20160202,12,1458.36,1527.84,255.6,0,98.5,"화",1,NA,"winter"
"3709",3709,20160202,13,1396.8,1414.08,218.52,0,98.8,"화",1,NA,"winter"
"3710",3710,20160202,14,1412.28,1509.12,229.68,0,98.7,"화",1,NA,"winter"
"3711",3711,20160202,15,1361.52,1391.04,223.56,0,98.68,"화",1,NA,"winter"
"3712",3712,20160202,16,1397.52,1470.24,244.44,0,98.5,"화",1,NA,"winter"
"3713",3713,20160202,17,1372.68,1386.72,216,0,98.78,"화",1,NA,"winter"
"3714",3714,20160202,18,1350.72,1419.84,231.12,0,98.57,"화",1,NA,"winter"
"3715",3715,20160202,19,1422,1500.48,250.56,0,98.48,"화",1,NA,"winter"
"3716",3716,20160202,20,1369.44,1401.12,230.04,0,98.62,"화",1,NA,"winter"
"3717",3717,20160202,21,1313.64,1389.6,231.84,0,98.48,"화",1,NA,"winter"
"3718",3718,20160202,22,1298.52,1396.8,249.12,0,98.21,"화",1,NA,"winter"
"3719",3719,20160202,23,1183.68,1232.64,240.84,0,97.99,"화",1,NA,"winter"
"3720",3720,20160202,24,1105.2,1209.6,205.2,0,0,"화",1,NA,"winter"
"3721",3721,20160203,1,1172.16,1244.16,287.28,0,0,"수",1,NA,"winter"
"3722",3722,20160203,2,1026,1068.48,201.6,0,0,"수",1,NA,"winter"
"3723",3723,20160203,3,1011.96,1035.36,214.56,0,0,"수",1,NA,"winter"
"3724",3724,20160203,4,972.36,1002.24,200.16,0,0,"수",1,NA,"winter"
"3725",3725,20160203,5,941.76,1010.88,182.88,0,0,"수",1,NA,"winter"
"3726",3726,20160203,6,963,1015.2,157.68,0,0,"수",1,NA,"winter"
"3727",3727,20160203,7,1197.36,1314.72,261.72,0,0,"수",1,NA,"winter"
"3728",3728,20160203,8,1278,1340.64,264.6,0,0,"수",1,NA,"winter"
"3729",3729,20160203,9,1397.88,1474.56,299.16,0,0,"수",1,NA,"winter"
"3730",3730,20160203,10,1402.92,1500.48,278.64,0,98.08,"수",1,NA,"winter"
"3731",3731,20160203,11,1436.76,1486.08,261.36,0,98.39,"수",1,NA,"winter"
"3732",3732,20160203,12,1477.08,1503.36,266.4,0,98.41,"수",1,NA,"winter"
"3733",3733,20160203,13,1374.12,1520.64,222.12,0,98.72,"수",1,NA,"winter"
"3734",3734,20160203,14,1395.36,1422.72,253.8,0,98.39,"수",1,NA,"winter"
"3735",3735,20160203,15,1297.44,1343.52,200.16,0,98.83,"수",1,NA,"winter"
"3736",3736,20160203,16,1374.12,1470.24,235.8,0,98.56,"수",1,NA,"winter"
"3737",3737,20160203,17,1382.4,1393.92,225.36,0,98.7,"수",1,NA,"winter"
"3738",3738,20160203,18,1351.8,1419.84,217.44,0,98.73,"수",1,NA,"winter"
"3739",3739,20160203,19,1390.68,1437.12,214.56,0,98.83,"수",1,NA,"winter"
"3740",3740,20160203,20,1293.84,1380.96,186.48,0,98.98,"수",1,NA,"winter"
"3741",3741,20160203,21,1308.24,1425.6,208.8,0,98.75,"수",1,NA,"winter"
"3742",3742,20160203,22,1310.04,1434.24,232.56,0,98.46,"수",1,NA,"winter"
"3743",3743,20160203,23,1183.68,1337.76,207.72,0,98.49,"수",1,NA,"winter"
"3744",3744,20160203,24,1092.24,1141.92,171,0,0,"수",1,NA,"winter"
"3745",3745,20160204,1,1121.76,1281.6,231.48,0,0,"목",1,NA,"winter"
"3746",3746,20160204,2,1021.68,1108.8,188.28,0,0,"목",1,NA,"winter"
"3747",3747,20160204,3,986.4,1028.16,182.88,0,0,"목",1,NA,"winter"
"3748",3748,20160204,4,961.56,1006.56,176.04,0,0,"목",1,NA,"winter"
"3749",3749,20160204,5,966.96,1026.72,191.88,0,0,"목",1,NA,"winter"
"3750",3750,20160204,6,946.08,1022.4,150.12,0,0,"목",1,NA,"winter"
"3751",3751,20160204,7,1108.44,1224,219.96,0,0,"목",1,NA,"winter"
"3752",3752,20160204,8,1278,1347.84,279,0,0,"목",1,NA,"winter"
"3753",3753,20160204,9,1287.72,1316.16,240.12,0,0,"목",1,NA,"winter"
"3754",3754,20160204,10,1306.8,1350.72,219.96,0,98.61,"목",1,NA,"winter"
"3755",3755,20160204,11,1456.56,1477.44,265.68,0,98.38,"목",1,NA,"winter"
"3756",3756,20160204,12,1500.48,1627.2,302.04,0,98.03,"목",1,NA,"winter"
"3757",3757,20160204,13,1429.92,1488.96,245.52,0,98.56,"목",1,NA,"winter"
"3758",3758,20160204,14,1415.16,1442.88,227.52,0,98.73,"목",1,NA,"winter"
"3759",3759,20160204,15,1375.92,1434.24,233.64,0,98.59,"목",1,NA,"winter"
"3760",3760,20160204,16,1353.96,1382.4,202.32,0,98.9,"목",1,NA,"winter"
"3761",3761,20160204,17,1411.2,1455.84,252,0,98.44,"목",1,NA,"winter"
"3762",3762,20160204,18,1348.56,1366.56,196.2,0,98.96,"목",1,NA,"winter"
"3763",3763,20160204,19,1361.88,1382.4,234,0,98.56,"목",1,NA,"winter"
"3764",3764,20160204,20,1244.52,1297.44,190.08,0,98.85,"목",1,NA,"winter"
"3765",3765,20160204,21,1167.12,1189.44,151.2,0,99.17,"목",1,NA,"winter"
"3766",3766,20160204,22,1204.2,1296,202.32,0,98.62,"목",1,NA,"winter"
"3767",3767,20160204,23,1125,1182.24,216,0,98.21,"목",1,NA,"winter"
"3768",3768,20160204,24,1040.04,1088.64,176.4,0,0,"목",1,NA,"winter"
"3769",3769,20160205,1,1057.32,1150.56,221.76,0,0,"금",1,NA,"winter"
"3770",3770,20160205,2,1010.88,1042.56,218.52,0,0,"금",1,NA,"winter"
"3771",3771,20160205,3,923.76,1046.88,167.4,0,0,"금",1,NA,"winter"
"3772",3772,20160205,4,942.84,982.08,206.28,0,0,"금",1,NA,"winter"
"3773",3773,20160205,5,891.36,923.04,159.84,0,0,"금",1,NA,"winter"
"3774",3774,20160205,6,965.52,1128.96,181.08,0,0,"금",1,NA,"winter"
"3775",3775,20160205,7,1081.8,1150.56,214.56,0,0,"금",1,NA,"winter"
"3776",3776,20160205,8,1213.2,1294.56,232.92,0,0,"금",1,NA,"winter"
"3777",3777,20160205,9,1346.04,1483.2,302.76,0,0,"금",1,NA,"winter"
"3778",3778,20160205,10,1299.6,1350.72,249.12,0,98.21,"금",1,NA,"winter"
"3779",3779,20160205,11,1310.76,1368,208.08,0,98.76,"금",1,NA,"winter"
"3780",3780,20160205,12,1404.36,1478.88,262.08,0,98.3,"금",1,NA,"winter"
"3781",3781,20160205,13,1315.44,1334.88,212.76,0,98.72,"금",1,NA,"winter"
"3782",3782,20160205,14,1351.08,1388.16,243.36,0,98.42,"금",1,NA,"winter"
"3783",3783,20160205,15,1339.92,1427.04,229.68,0,98.56,"금",1,NA,"winter"
"3784",3784,20160205,16,1283.76,1306.08,198.72,0,98.82,"금",1,NA,"winter"
"3785",3785,20160205,17,1331.64,1435.68,255.24,0,98.21,"금",1,NA,"winter"
"3786",3786,20160205,18,1203.48,1244.16,172.08,0,98.99,"금",1,NA,"winter"
"3787",3787,20160205,19,1355.04,1506.24,245.88,0,98.39,"금",1,NA,"winter"
"3788",3788,20160205,20,1230.48,1301.76,187.2,0,98.86,"금",1,NA,"winter"
"3789",3789,20160205,21,1136.88,1212.48,174.24,0,98.85,"금",1,NA,"winter"
"3790",3790,20160205,22,1094.4,1225.44,169.92,0,98.82,"금",1,NA,"winter"
"3791",3791,20160205,23,1041.12,1126.08,149.76,0,98.98,"금",1,NA,"winter"
"3792",3792,20160205,24,1018.08,1143.36,165.24,0,0,"금",1,NA,"winter"
"3793",3793,20160206,1,1062.36,1228.32,210.6,0,0,"토",1,NA,"winter"
"3794",3794,20160206,2,959.4,980.64,158.04,0,0,"토",1,NA,"winter"
"3795",3795,20160206,3,971.64,1016.64,181.08,0,0,"토",1,NA,"winter"
"3796",3796,20160206,4,934.2,1018.08,173.52,0,0,"토",1,NA,"winter"
"3797",3797,20160206,5,919.44,979.2,158.4,0,0,"토",1,NA,"winter"
"3798",3798,20160206,6,946.08,1111.68,162.72,0,0,"토",1,NA,"winter"
"3799",3799,20160206,7,1038.6,1090.08,205.56,0,0,"토",1,NA,"winter"
"3800",3800,20160206,8,1137.96,1176.48,227.88,0,0,"토",1,NA,"winter"
"3801",3801,20160206,9,1134.72,1229.76,212.4,0,0,"토",1,NA,"winter"
"3802",3802,20160206,10,1139.04,1206.72,212.4,0,98.31,"토",1,NA,"winter"
"3803",3803,20160206,11,1163.16,1198.08,236.88,0,97.99,"토",1,NA,"winter"
"3804",3804,20160206,12,1132.92,1196.64,213.84,0,98.26,"토",1,NA,"winter"
"3805",3805,20160206,13,1087.2,1126.08,196.56,0,98.4,"토",1,NA,"winter"
"3806",3806,20160206,14,964.44,1005.12,157.68,0,98.69,"토",1,NA,"winter"
"3807",3807,20160206,15,909.36,946.08,128.52,0,99.02,"토",1,NA,"winter"
"3808",3808,20160206,16,876.24,951.84,104.04,0,99.3,"토",1,NA,"winter"
"3809",3809,20160206,17,915.12,1065.6,144.36,0,98.78,"토",1,NA,"winter"
"3810",3810,20160206,18,871.2,907.2,92.88,0,99.44,"토",1,NA,"winter"
"3811",3811,20160206,19,941.4,1048.32,119.88,0,99.2,"토",1,NA,"winter"
"3812",3812,20160206,20,917.64,979.2,108.36,0,99.31,"토",1,NA,"winter"
"3813",3813,20160206,21,936.72,989.28,132.84,0,99.01,"토",1,NA,"winter"
"3814",3814,20160206,22,945.72,986.4,138.6,0,98.94,"토",1,NA,"winter"
"3815",3815,20160206,23,973.44,1041.12,160.2,0,98.67,"토",1,NA,"winter"
"3816",3816,20160206,24,946.44,996.48,148.32,0,0,"토",1,NA,"winter"
"3817",3817,20160207,1,951.12,999.36,187.92,0,0,"일",1,NA,"winter"
"3818",3818,20160207,2,828.36,884.16,129.96,0,0,"일",1,NA,"winter"
"3819",3819,20160207,3,867.6,956.16,173.52,0,0,"일",1,NA,"winter"
"3820",3820,20160207,4,804.6,816.48,119.52,0,0,"일",1,NA,"winter"
"3821",3821,20160207,5,865.8,956.16,167.76,0,0,"일",1,NA,"winter"
"3822",3822,20160207,6,822.6,851.04,127.44,0,0,"일",1,NA,"winter"
"3823",3823,20160207,7,872.28,915.84,177.12,0,0,"일",1,NA,"winter"
"3824",3824,20160207,8,827.64,868.32,128.16,0,0,"일",1,NA,"winter"
"3825",3825,20160207,9,867.96,925.92,155.88,0,0,"일",1,NA,"winter"
"3826",3826,20160207,10,856.8,882.72,135,0,98.78,"일",1,NA,"winter"
"3827",3827,20160207,11,810,871.2,127.8,0,98.78,"일",1,NA,"winter"
"3828",3828,20160207,12,806.04,915.84,129.6,0,98.73,"일",1,NA,"winter"
"3829",3829,20160207,13,756,908.64,123.12,0,98.7,"일",1,NA,"winter"
"3830",3830,20160207,14,723.24,763.2,96.12,0,99.13,"일",1,NA,"winter"
"3831",3831,20160207,15,771.48,892.8,119.16,0,98.83,"일",1,NA,"winter"
"3832",3832,20160207,16,780.48,819.36,118.08,0,98.87,"일",1,NA,"winter"
"3833",3833,20160207,17,736.92,789.12,90.36,0,99.26,"일",1,NA,"winter"
"3834",3834,20160207,18,767.52,848.16,101.88,0,99.13,"일",1,NA,"winter"
"3835",3835,20160207,19,829.8,964.8,119.88,0,98.97,"일",1,NA,"winter"
"3836",3836,20160207,20,819.72,861.12,105.84,0,99.18,"일",1,NA,"winter"
"3837",3837,20160207,21,896.4,936,132.48,0,98.93,"일",1,NA,"winter"
"3838",3838,20160207,22,850.68,921.6,109.08,0,99.19,"일",1,NA,"winter"
"3839",3839,20160207,23,795.6,858.24,101.52,0,99.2,"일",1,NA,"winter"
"3840",3840,20160207,24,835.56,856.8,123.48,0,0,"일",1,NA,"winter"
"3841",3841,20160208,1,834.84,879.84,140.76,0,0,"월",1,NA,"winter"
"3842",3842,20160208,2,852.12,937.44,149.04,0,0,"월",1,NA,"winter"
"3843",3843,20160208,3,802.8,817.92,117.36,0,0,"월",1,NA,"winter"
"3844",3844,20160208,4,815.04,878.4,134.28,0,0,"월",1,NA,"winter"
"3845",3845,20160208,5,848.52,944.64,166.32,0,0,"월",1,NA,"winter"
"3846",3846,20160208,6,813.6,872.64,132.48,0,0,"월",1,NA,"winter"
"3847",3847,20160208,7,833.04,943.2,155.88,0,0,"월",1,NA,"winter"
"3848",3848,20160208,8,773.64,815.04,114.84,0,0,"월",1,NA,"winter"
"3849",3849,20160208,9,863.28,944.64,184.32,0,0,"월",1,NA,"winter"
"3850",3850,20160208,10,808.92,865.44,149.04,0,98.34,"월",1,NA,"winter"
"3851",3851,20160208,11,803.52,925.92,140.76,0,98.5,"월",1,NA,"winter"
"3852",3852,20160208,12,760.68,774.72,100.8,0,99.13,"월",1,NA,"winter"
"3853",3853,20160208,13,826.56,995.04,166.32,0,98.04,"월",1,NA,"winter"
"3854",3854,20160208,14,765.72,856.8,110.52,0,98.97,"월",1,NA,"winter"
"3855",3855,20160208,15,759.24,779.04,95.04,0,99.23,"월",1,NA,"winter"
"3856",3856,20160208,16,813.96,891.36,135,0,98.65,"월",1,NA,"winter"
"3857",3857,20160208,17,748.44,757.44,87.48,0,99.32,"월",1,NA,"winter"
"3858",3858,20160208,18,797.4,907.2,120.6,0,98.88,"월",1,NA,"winter"
"3859",3859,20160208,19,829.08,925.92,103.32,0,99.23,"월",1,NA,"winter"
"3860",3860,20160208,20,799.2,871.2,91.8,0,99.35,"월",1,NA,"winter"
"3861",3861,20160208,21,804.6,882.72,104.76,0,99.16,"월",1,NA,"winter"
"3862",3862,20160208,22,874.8,1020.96,140.76,0,98.73,"월",1,NA,"winter"
"3863",3863,20160208,23,853.56,900,112.32,0,99.15,"월",1,NA,"winter"
"3864",3864,20160208,24,870.84,973.44,141.12,0,0,"월",1,NA,"winter"
"3865",3865,20160209,1,833.76,874.08,124.92,0,0,"화",1,NA,"winter"
"3866",3866,20160209,2,819.72,869.76,126,0,0,"화",1,NA,"winter"
"3867",3867,20160209,3,819.36,856.8,131.4,0,0,"화",1,NA,"winter"
"3868",3868,20160209,4,843.48,925.92,156.24,0,0,"화",1,NA,"winter"
"3869",3869,20160209,5,808.56,846.72,127.08,0,0,"화",1,NA,"winter"
"3870",3870,20160209,6,882,977.76,171,0,0,"화",1,NA,"winter"
"3871",3871,20160209,7,845.28,874.08,137.52,0,0,"화",1,NA,"winter"
"3872",3872,20160209,8,883.44,957.6,165.24,0,0,"화",1,NA,"winter"
"3873",3873,20160209,9,919.08,1114.56,163.08,0,0,"화",1,NA,"winter"
"3874",3874,20160209,10,854.64,905.76,111.24,0,99.16,"화",1,NA,"winter"
"3875",3875,20160209,11,892.44,1045.44,165.24,0,98.33,"화",1,NA,"winter"
"3876",3876,20160209,12,810.72,966.24,123.48,0,98.86,"화",1,NA,"winter"
"3877",3877,20160209,13,751.32,817.92,95.04,0,99.21,"화",1,NA,"winter"
"3878",3878,20160209,14,739.08,819.36,108.72,0,98.94,"화",1,NA,"winter"
"3879",3879,20160209,15,786.6,838.08,105.48,0,99.11,"화",1,NA,"winter"
"3880",3880,20160209,16,823.32,892.8,117,0,99.01,"화",1,NA,"winter"
"3881",3881,20160209,17,746.64,787.68,54,0,99.74,"화",1,NA,"winter"
"3882",3882,20160209,18,825.48,904.32,100.8,0,99.26,"화",1,NA,"winter"
"3883",3883,20160209,19,786.6,819.36,77.76,0,99.51,"화",1,NA,"winter"
"3884",3884,20160209,20,858.24,973.44,114.48,0,99.12,"화",1,NA,"winter"
"3885",3885,20160209,21,858.24,925.92,83.52,0,99.53,"화",1,NA,"winter"
"3886",3886,20160209,22,824.04,849.6,96.48,0,99.32,"화",1,NA,"winter"
"3887",3887,20160209,23,858.96,921.6,122.04,0,99.01,"화",1,NA,"winter"
"3888",3888,20160209,24,870.84,923.04,143.28,0,0,"화",1,NA,"winter"
"3889",3889,20160210,1,842.4,996.48,145.08,0,0,"수",1,NA,"winter"
"3890",3890,20160210,2,808.92,914.4,118.44,0,0,"수",1,NA,"winter"
"3891",3891,20160210,3,842.04,933.12,155.52,0,0,"수",1,NA,"winter"
"3892",3892,20160210,4,833.76,862.56,149.4,0,0,"수",1,NA,"winter"
"3893",3893,20160210,5,842.04,908.64,157.68,0,0,"수",1,NA,"winter"
"3894",3894,20160210,6,870.48,918.72,174.6,0,0,"수",1,NA,"winter"
"3895",3895,20160210,7,863.64,902.88,167.04,0,0,"수",1,NA,"winter"
"3896",3896,20160210,8,851.76,907.2,160.92,0,0,"수",1,NA,"winter"
"3897",3897,20160210,9,901.8,1010.88,191.88,0,0,"수",1,NA,"winter"
"3898",3898,20160210,10,859.68,944.64,155.52,0,98.4,"수",1,NA,"winter"
"3899",3899,20160210,11,907.2,1025.28,162.36,0,98.44,"수",1,NA,"winter"
"3900",3900,20160210,12,834.48,882.72,110.16,0,99.14,"수",1,NA,"winter"
"3901",3901,20160210,13,809.64,891.36,129.6,0,98.74,"수",1,NA,"winter"
"3902",3902,20160210,14,771.84,799.2,84.6,0,99.4,"수",1,NA,"winter"
"3903",3903,20160210,15,848.88,905.76,125.28,0,98.93,"수",1,NA,"winter"
"3904",3904,20160210,16,857.16,892.8,118.08,0,99.06,"수",1,NA,"winter"
"3905",3905,20160210,17,888.48,936,127.08,0,98.99,"수",1,NA,"winter"
"3906",3906,20160210,18,870.48,925.92,98.64,0,99.36,"수",1,NA,"winter"
"3907",3907,20160210,19,862.92,918.72,104.4,0,99.28,"수",1,NA,"winter"
"3908",3908,20160210,20,880.2,912.96,115.92,0,99.14,"수",1,NA,"winter"
"3909",3909,20160210,21,824.76,859.68,96.12,0,99.33,"수",1,NA,"winter"
"3910",3910,20160210,22,834.84,849.6,109.44,0,99.15,"수",1,NA,"winter"
"3911",3911,20160210,23,876.24,995.04,131.04,0,98.9,"수",1,NA,"winter"
"3912",3912,20160210,24,853.2,953.28,134.28,0,0,"수",1,NA,"winter"
"3913",3913,20160211,1,838.08,917.28,150.84,0,0,"목",1,NA,"winter"
"3914",3914,20160211,2,831.6,876.96,147.96,0,0,"목",1,NA,"winter"
"3915",3915,20160211,3,795.6,822.24,131.76,0,0,"목",1,NA,"winter"
"3916",3916,20160211,4,741.96,792,100.44,0,0,"목",1,NA,"winter"
"3917",3917,20160211,5,777.96,884.16,129.6,0,0,"목",1,NA,"winter"
"3918",3918,20160211,6,831.24,966.24,129.24,0,0,"목",1,NA,"winter"
"3919",3919,20160211,7,971.64,987.84,185.04,0,0,"목",1,NA,"winter"
"3920",3920,20160211,8,1114.2,1175.04,232.2,0,0,"목",1,NA,"winter"
"3921",3921,20160211,9,1182.6,1200.96,252.36,0,0,"목",1,NA,"winter"
"3922",3922,20160211,10,1237.68,1304.64,227.88,0,98.35,"목",1,NA,"winter"
"3923",3923,20160211,11,1387.08,1512,278.28,0,98.05,"목",1,NA,"winter"
"3924",3924,20160211,12,1335.96,1379.52,212.4,0,98.76,"목",1,NA,"winter"
"3925",3925,20160211,13,1320.48,1357.92,242.28,0,98.36,"목",1,NA,"winter"
"3926",3926,20160211,14,1234.44,1291.68,193.32,0,98.8,"목",1,NA,"winter"
"3927",3927,20160211,15,1301.76,1432.8,241.2,0,98.33,"목",1,NA,"winter"
"3928",3928,20160211,16,1308.24,1419.84,214.2,0,98.69,"목",1,NA,"winter"
"3929",3929,20160211,17,1325.52,1486.08,236.16,0,98.45,"목",1,NA,"winter"
"3930",3930,20160211,18,1174.68,1224,163.44,0,99.05,"목",1,NA,"winter"
